specimen_id,hc_conn_4_10,hc_conn_4_15,hc_conn_4_20,hc_conn_4_25,hc_conn_4_30,hc_conn_7_10,hc_conn_7_15,hc_conn_7_20,hc_conn_7_25,hc_conn_7_30,hc_conn_10_10,hc_conn_10_15,hc_conn_10_20,hc_conn_10_25,hc_conn_10_30,hc_combo_0.5_10,hc_combo_0.5_15,hc_combo_0.5_20,hc_combo_0.5_25,hc_combo_0.5_30,hc_combo_1_10,hc_combo_1_15,hc_combo_1_20,hc_combo_1_25,hc_combo_1_30,gmm_combo_0.5_10,gmm_combo_0.5_15,gmm_combo_0.5_20,gmm_combo_0.5_25,gmm_combo_0.5_30,gmm_combo_1_10,gmm_combo_1_15,gmm_combo_1_20,gmm_combo_1_25,gmm_combo_1_30,spec_combo_0.5_10,spec_combo_0.5_15,spec_combo_0.5_20,spec_combo_0.5_25,spec_combo_0.5_30,spec_combo_1_10,spec_combo_1_15,spec_combo_1_20,spec_combo_1_25,spec_combo_1_30,kmeans_combo_0.5_10,kmeans_combo_0.5_15,kmeans_combo_0.5_20,kmeans_combo_0.5_25,kmeans_combo_0.5_30,kmeans_combo_1_10,kmeans_combo_1_15,kmeans_combo_1_20,kmeans_combo_1_25,kmeans_combo_1_30
603337985,3,1,5,10,4,2,2,2,2,12,0,7,3,3,0,1,2,2,23,23,1,2,2,22,22,4,6,15,17,23,3,4,6,20,16,4,7,17,23,1,7,13,14,16,12,6,6,6,3,26,1,12,12,1,26
640111874,2,0,7,7,7,3,3,4,10,10,7,3,1,1,26,1,2,2,23,23,1,2,2,14,14,4,6,9,17,23,3,4,6,20,16,0,7,17,23,4,5,8,5,6,12,6,6,6,1,26,1,1,1,1,26
904832267,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,12,12,5,13,8,0,4,8,17,7,2,9,9,3,7,1,9,13,24,9,9,5,9,7,1,1,1,10,21,8,8,8,14,14
961238285,5,5,2,5,5,6,6,6,6,6,5,5,5,0,10,5,5,5,2,11,9,9,9,9,4,5,11,3,24,6,0,5,4,18,27,9,8,11,3,0,0,11,2,17,3,5,5,5,7,7,9,9,9,23,23
945796367,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,1,21,21,4,1,1,11,2,7,14,5,16,18,6,3,12,8,14,3,12,6,8,8,4,2,13,5,21,0,11,17,14,14,0,14,14,7,7
612402470,3,1,5,8,3,3,3,4,10,10,4,1,2,10,4,1,11,11,5,27,6,6,6,16,16,1,9,18,5,27,8,7,3,15,5,0,11,14,6,3,5,13,19,6,16,9,0,0,4,4,1,13,0,0,0
992408868,0,2,3,0,10,3,3,4,10,10,4,1,2,2,2,4,4,10,10,10,6,6,6,24,24,9,4,16,19,8,1,14,17,7,24,8,2,4,9,23,1,1,19,1,24,9,13,13,4,4,6,6,13,13,13
989164849,0,2,3,0,28,0,4,9,9,9,1,4,0,4,1,0,7,3,11,5,7,3,17,17,17,3,13,12,7,13,9,9,16,13,4,4,10,12,21,16,8,12,9,16,4,8,8,19,18,18,7,12,12,16,16
916620597,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,1,1,0,0,7,3,1,23,7,12,11,18,11,6,12,18,23,23,3,12,6,8,8,4,5,3,18,20,0,11,11,22,22,0,14,14,7,7
952669499,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,12,12,5,13,8,0,4,8,17,7,2,9,9,3,7,1,9,13,24,9,0,16,9,7,1,1,1,10,10,8,8,8,14,14
961238333,2,0,17,3,8,2,2,2,4,4,6,6,6,24,24,7,8,8,0,12,2,0,4,4,18,6,4,15,2,21,5,10,6,20,16,1,5,10,1,1,6,8,10,6,24,6,12,12,8,8,6,1,18,8,26
736499017,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,25,2,0,4,4,18,6,5,16,2,21,5,6,19,4,25,8,2,10,1,9,7,7,1,10,24,6,12,12,23,23,6,6,18,8,8
887207252,3,1,5,8,3,3,3,4,10,10,4,1,2,2,2,4,4,10,10,10,2,0,4,4,18,9,9,18,5,8,8,7,17,15,5,0,13,19,15,21,5,13,19,10,16,9,9,18,4,4,1,13,13,13,13
912868696,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,15,7,3,1,12,12,5,19,8,0,4,4,19,7,2,9,9,9,7,1,9,7,24,9,0,7,9,25,1,1,1,21,1,8,8,1,14,1
914265453,1,3,0,2,2,1,5,5,5,2,0,7,3,3,0,7,14,14,14,14,2,11,11,23,11,0,8,1,15,21,4,1,10,24,10,4,3,1,0,1,2,4,0,0,9,6,12,12,23,27,4,4,15,11,11
717313398,7,7,15,15,15,2,2,2,4,4,1,4,0,4,1,3,13,13,13,2,1,2,2,22,22,4,6,14,17,14,3,4,6,20,16,4,7,17,23,4,7,8,14,16,12,6,6,15,1,26,1,1,1,1,26
644953476,3,1,16,16,16,5,12,12,0,27,2,0,7,7,3,8,0,17,8,8,5,5,5,10,10,2,2,17,1,26,2,11,11,0,14,1,5,10,17,7,6,10,15,10,6,2,2,2,9,9,3,3,16,3,2
645834123,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,4,4,10,10,10,2,0,15,15,15,9,5,16,19,8,1,14,17,7,24,8,2,4,2,11,7,1,19,1,24,4,13,4,11,11,6,6,6,13,13
913716620,3,1,16,16,16,5,12,12,0,27,2,0,7,7,3,2,12,12,12,28,3,14,14,6,6,1,9,17,12,15,8,13,7,14,14,6,0,18,16,2,5,13,14,21,13,0,14,14,24,24,5,5,17,10,10
603481505,8,8,8,1,13,5,12,12,0,25,2,0,7,7,3,8,0,1,1,0,0,13,13,13,28,7,12,11,16,18,6,3,8,19,18,6,12,7,8,13,4,6,18,5,15,0,11,11,0,0,0,0,16,7,29
992441763,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,4,4,18,6,5,1,6,21,5,6,19,20,25,4,7,10,1,1,2,7,1,10,9,6,12,6,19,27,1,4,18,11,26
695424422,8,8,8,1,1,5,12,12,0,11,2,0,15,15,15,8,0,17,8,8,3,4,0,20,20,1,14,17,1,5,8,13,7,14,14,0,7,16,14,3,7,2,17,11,28,9,14,18,14,14,5,5,16,2,2
919979431,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,25,2,0,19,19,9,6,4,16,2,16,5,10,19,1,24,8,2,4,1,23,1,7,1,15,11,4,13,13,23,23,6,6,18,19,19
716596648,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,11,11,5,27,6,6,6,16,16,1,9,18,5,1,8,7,3,15,5,0,11,14,6,3,5,13,19,6,16,9,9,0,0,0,1,13,0,0,0
916473265,8,8,8,1,1,5,12,12,0,11,2,0,7,7,3,8,0,1,21,21,4,1,1,11,2,7,14,5,16,18,6,0,12,11,19,3,12,7,24,13,4,6,13,22,15,0,11,16,14,14,0,14,17,7,7
1034933680,1,3,0,20,20,0,4,9,9,9,1,4,0,14,14,0,10,4,4,4,7,3,16,7,7,0,8,6,13,24,4,1,0,3,4,4,9,19,10,10,2,4,0,0,22,8,8,8,16,16,4,12,15,11,11
642999751,8,8,8,1,1,5,12,12,0,11,2,0,7,7,3,8,0,1,21,21,3,4,0,20,20,7,14,17,16,5,6,3,12,8,2,3,12,18,14,7,4,2,17,11,28,0,14,16,14,14,5,5,19,10,10
950265290,3,1,5,10,4,5,12,12,0,26,2,0,7,7,3,2,12,12,12,28,3,14,14,6,6,1,9,17,12,15,8,13,7,14,22,0,7,18,16,2,5,13,14,21,13,0,14,14,24,24,5,5,3,10,10
919102928,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,16,16,16,1,12,12,5,19,8,0,4,4,19,7,2,9,9,13,7,1,9,7,14,9,0,16,9,25,1,1,1,21,21,8,8,8,21,21
913765840,4,4,4,4,0,3,3,4,10,10,4,1,2,2,2,1,11,11,5,6,6,6,6,24,24,9,9,18,5,8,1,14,17,7,7,8,2,8,9,3,7,1,19,10,16,9,13,18,4,4,1,13,13,13,13
961226203,5,5,2,22,22,3,3,3,3,3,5,5,5,0,25,5,5,5,2,11,9,9,9,9,4,5,11,3,24,20,0,5,4,16,17,9,8,11,3,25,0,11,2,17,3,5,5,5,7,7,9,9,9,23,23
851580386,4,4,4,4,0,9,9,0,20,20,6,6,6,24,24,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,3,3,3,2,9,3,10,10,9,9
697525735,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,15,15,15,6,5,15,6,21,5,6,15,1,25,0,3,4,1,9,1,7,1,15,11,4,12,12,19,27,6,6,18,19,19
922613228,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,15,7,3,1,12,12,5,19,8,0,4,4,19,7,2,9,9,3,7,13,9,7,24,9,0,16,9,7,1,1,1,21,21,8,8,8,14,14
917624301,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,25,2,0,4,4,18,6,5,16,2,21,5,6,19,1,25,8,2,10,1,9,1,7,1,15,11,6,12,12,23,23,6,6,18,19,19
945063428,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,1,21,21,4,1,1,11,2,7,12,11,16,18,6,0,8,8,19,3,12,6,24,13,4,6,13,22,24,0,11,17,14,14,0,14,17,7,7
1043809804,1,3,0,2,2,1,5,5,5,2,3,14,14,11,11,7,14,14,14,14,2,11,11,23,11,0,3,8,15,10,4,1,10,24,10,4,3,1,0,29,2,4,0,0,26,8,12,8,19,19,4,4,15,6,6
702023186,3,1,16,16,16,5,12,12,0,27,2,0,7,7,3,2,12,12,12,28,3,14,14,6,6,1,9,17,12,15,8,13,7,14,22,0,7,18,16,2,5,13,14,21,13,0,14,14,24,24,5,5,17,10,10
982582806,1,3,0,2,2,1,5,5,5,2,1,4,0,14,14,0,10,4,4,4,2,11,11,23,11,0,8,1,15,22,4,1,0,3,25,4,10,1,12,1,2,4,0,0,9,8,8,15,16,16,4,4,15,11,11
863450651,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,3,3,3,2,2,3,10,10,9,9
645453340,2,0,17,3,8,2,2,2,2,12,4,1,2,10,4,1,11,11,5,27,6,6,6,16,16,1,9,18,5,1,8,7,3,15,5,0,11,14,6,3,5,13,19,6,16,9,0,0,0,0,1,13,0,0,0
954066469,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,2,2,14,14,8,0,9,8,3,7,4,1,2,13,7,1,5,13,24,9,0,5,23,18,1,1,1,10,10,8,8,1,21,21
645379626,5,5,2,22,22,3,3,3,3,3,5,5,5,0,25,5,5,5,2,26,9,9,9,9,4,5,11,3,24,20,0,5,4,18,17,9,8,11,3,25,0,11,2,17,3,5,5,5,7,7,9,9,9,18,18
1010677295,1,3,0,2,2,9,9,0,12,5,3,14,14,6,6,7,14,14,14,14,2,11,11,23,11,0,3,8,6,10,4,1,10,24,10,4,14,0,0,29,2,4,0,0,9,8,12,8,12,12,4,4,15,6,6
640026162,0,2,18,18,18,1,5,5,22,22,1,4,0,4,27,0,7,3,22,22,8,8,18,18,8,3,13,12,3,9,9,9,5,10,26,5,10,3,2,18,8,12,4,4,22,7,7,7,17,17,7,7,7,15,27
961230415,5,5,2,5,5,6,6,6,6,6,5,5,5,0,10,5,5,5,2,11,9,9,9,9,4,5,11,3,24,6,0,5,4,18,17,9,8,11,3,25,0,11,2,17,3,5,5,5,7,7,9,9,9,18,18
945833568,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,4,4,10,10,10,6,6,6,24,24,9,9,13,5,8,1,14,17,7,24,8,2,4,9,23,1,9,19,1,16,9,13,13,4,4,6,13,13,13,13
912889454,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,16,16,16,1,12,12,5,19,8,0,4,4,19,7,2,9,9,9,7,1,9,7,14,9,0,16,9,25,1,1,1,21,21,8,8,8,14,14
891594369,2,0,17,3,8,2,2,2,4,4,7,3,1,1,26,3,13,13,13,2,1,2,2,14,14,4,6,9,17,3,3,4,1,2,16,0,1,17,6,4,5,8,5,6,18,6,6,6,1,1,1,1,1,1,1
912340608,2,0,17,3,8,4,1,1,1,1,7,3,1,1,7,3,1,15,7,3,1,12,12,5,19,8,0,4,8,19,7,2,9,9,13,7,1,9,7,14,9,0,7,9,25,1,1,1,21,21,8,8,1,21,21
741213831,0,2,3,0,12,2,0,7,7,7,0,7,3,3,0,7,8,8,0,12,2,0,19,19,9,6,4,1,15,10,5,10,19,1,25,4,3,10,1,23,1,9,5,15,11,8,12,12,23,27,6,6,18,19,19
898881170,2,0,17,3,8,4,1,16,16,16,7,3,1,1,29,3,1,15,7,3,1,2,2,14,14,8,0,9,8,3,7,2,1,2,13,7,1,5,13,4,9,8,5,23,18,1,1,1,10,10,8,1,1,21,21
912918179,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,16,16,16,1,12,12,5,13,8,0,4,4,17,7,2,9,9,3,7,1,9,7,14,9,0,16,9,7,1,1,1,21,21,8,8,8,14,14
940783281,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,8,0,1,21,21,4,1,1,11,2,7,12,11,10,11,6,0,8,8,19,3,12,6,8,8,4,6,17,5,15,0,11,16,22,22,0,14,14,7,7
897009330,3,1,16,16,16,5,12,12,0,27,2,0,15,15,15,8,0,17,8,8,3,4,0,20,20,1,14,17,1,5,8,13,7,14,14,3,12,16,14,7,4,2,17,11,28,0,11,16,14,14,5,5,19,2,10
661513942,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,4,4,18,6,5,15,2,21,5,10,15,1,24,8,2,4,9,23,1,7,1,15,11,4,4,12,11,11,6,6,18,19,19
903853784,4,4,4,4,0,9,9,0,12,5,6,6,6,12,12,9,9,0,24,24,5,5,5,10,10,2,2,7,20,0,2,11,11,0,12,1,5,19,15,6,6,10,15,13,6,3,3,3,2,2,3,3,5,9,9
829298408,8,8,8,1,1,9,9,0,24,24,2,0,7,7,3,2,12,12,12,13,3,14,14,6,6,7,10,2,12,15,6,0,12,8,22,6,7,18,16,2,6,9,17,21,13,0,14,14,24,24,5,10,10,10,10
610440978,2,0,17,3,29,2,0,7,7,7,0,7,3,3,0,3,13,13,13,2,7,3,16,7,7,4,8,14,7,29,4,1,6,3,9,8,10,1,12,19,7,4,9,0,0,8,8,15,16,16,4,12,12,11,11
811341605,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,15,7,5,5,5,0,25,2,2,7,9,26,2,11,2,0,12,1,5,13,17,22,6,10,10,13,6,2,2,2,9,28,3,10,10,9,9
904935208,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,5,7,9,26,2,11,7,0,6,1,5,10,17,9,7,10,14,10,1,2,2,2,9,28,3,3,3,24,24
907429679,8,8,8,1,1,5,12,12,0,11,2,0,7,7,3,8,0,7,3,1,3,4,0,12,5,7,10,2,16,18,6,0,14,8,29,6,7,7,18,20,4,6,12,12,8,0,14,14,24,24,0,0,19,22,22
733620016,1,3,0,2,2,1,5,5,5,14,3,14,14,11,11,7,8,8,0,12,2,11,11,23,11,0,3,1,6,10,4,1,0,24,10,0,3,1,0,29,2,4,19,6,9,4,12,8,19,19,4,4,15,11,11
1006380866,1,3,0,2,2,3,3,3,3,3,3,14,14,6,6,7,14,14,14,14,7,3,16,7,7,0,3,8,15,10,4,1,10,24,10,4,3,1,0,29,2,4,0,0,26,8,8,8,19,27,4,4,15,6,6
637380444,8,8,8,1,1,3,3,4,10,10,2,0,7,7,3,4,4,10,10,10,2,0,4,4,29,7,10,5,10,18,6,0,8,11,19,8,7,8,14,3,7,6,8,10,24,9,9,18,4,4,5,0,17,8,8
882763615,8,8,8,1,1,5,12,12,11,0,2,0,7,7,3,2,12,12,12,13,4,1,8,8,3,7,10,2,10,15,6,0,8,11,29,6,0,15,20,28,4,6,8,22,19,0,10,10,24,24,0,0,17,10,10
906532711,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,4,4,10,10,10,2,0,15,15,15,9,4,16,19,8,1,14,17,7,24,8,2,4,2,11,7,1,14,1,17,4,13,13,11,11,6,6,6,13,8
724539260,3,1,5,10,4,3,3,4,10,10,6,6,6,24,24,9,9,0,20,20,5,5,5,0,25,2,2,7,9,26,2,11,2,0,6,1,5,4,17,9,6,9,10,13,1,2,2,2,9,28,3,10,3,24,24
942307202,4,4,4,4,0,9,9,0,12,5,3,14,14,6,6,4,4,19,19,19,2,0,15,15,15,2,5,7,9,26,2,11,15,0,6,1,5,0,2,11,7,1,14,20,1,2,4,4,9,12,3,3,3,3,3
656721795,0,2,3,0,10,3,3,4,10,10,4,1,2,2,2,4,4,10,10,10,2,0,15,15,15,9,1,13,5,8,1,10,15,4,24,0,11,14,6,23,1,1,19,20,17,9,9,18,4,4,6,6,6,4,4
1010976652,1,3,0,2,2,1,5,5,5,2,3,14,14,6,6,7,14,14,14,14,2,11,11,23,11,0,3,8,15,10,4,1,0,24,10,4,3,0,0,29,2,4,0,0,9,4,12,8,12,12,4,4,15,11,11
942421907,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,25,2,2,7,9,26,2,11,2,0,12,1,5,13,17,11,6,10,10,13,24,2,2,2,9,9,3,10,10,3,3
982558622,1,11,11,23,23,8,8,17,17,17,8,8,17,17,17,6,6,6,6,15,8,8,18,18,8,3,7,10,3,9,9,9,5,10,26,2,6,2,4,26,3,3,11,19,23,7,7,7,15,25,7,7,7,15,27
716793760,0,2,3,0,25,4,1,1,1,1,1,12,12,5,5,0,7,3,11,5,7,3,17,17,17,3,13,6,11,13,9,9,16,13,4,4,10,12,21,17,8,12,9,16,4,8,8,19,6,6,7,12,12,16,16
917657507,0,14,14,14,14,0,4,19,19,19,1,4,0,21,21,0,7,3,22,22,8,8,18,18,8,3,13,10,3,9,9,9,5,10,26,5,9,19,10,18,8,12,4,4,22,7,7,7,17,17,7,7,7,15,27
605493156,8,8,8,1,1,5,12,12,11,0,2,0,7,7,3,2,12,12,12,13,4,1,8,8,3,7,10,2,10,15,6,3,8,8,19,6,0,18,20,2,4,6,13,22,29,0,14,14,24,24,0,0,17,10,10
645453746,3,1,5,8,3,1,5,5,5,14,4,1,2,10,4,1,11,11,5,27,6,6,6,16,16,1,9,18,5,1,8,7,3,15,5,0,11,14,6,1,5,13,19,6,16,9,0,0,0,0,1,13,0,0,0
652789704,3,1,5,8,3,3,3,4,10,10,4,1,2,10,4,1,2,2,17,17,6,6,6,16,16,1,9,13,5,1,8,7,3,15,5,0,11,14,6,21,5,13,19,6,16,9,9,18,4,4,1,13,0,0,0
863418322,4,4,4,4,0,9,9,0,20,20,6,6,6,12,12,9,9,0,15,7,5,5,5,0,25,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,6,3,3,3,2,2,3,10,10,9,9
645363692,8,8,8,1,1,5,12,12,0,11,2,2,4,9,9,2,3,9,9,9,4,1,1,11,2,7,10,5,10,18,6,0,8,17,19,6,0,18,11,13,4,6,8,14,14,0,10,10,5,5,0,14,17,7,7
886474771,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,2,0,15,15,15,2,2,7,20,0,2,11,15,0,6,1,5,13,19,7,7,1,10,20,17,2,2,2,9,28,3,3,6,3,3
645834778,3,1,5,10,4,5,12,12,0,26,2,0,7,7,3,1,2,2,17,17,3,14,14,6,6,1,9,18,12,15,8,13,7,6,22,8,7,8,16,23,5,9,14,21,1,9,14,18,4,4,3,10,3,24,24
644933664,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,12,12,5,19,8,0,9,8,3,7,2,9,2,13,7,1,5,13,4,9,0,7,9,25,1,1,1,1,1,8,8,1,21,1
661481525,2,0,17,3,8,4,1,1,1,1,7,3,8,8,8,3,1,16,16,16,1,12,12,5,13,8,0,4,4,17,7,2,9,9,3,7,0,9,7,14,9,0,16,9,7,1,1,1,21,21,8,8,8,14,14
882198617,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,4,4,18,6,5,1,6,23,5,10,19,1,25,0,3,10,1,9,5,7,1,15,11,6,12,6,19,27,1,13,18,19,19
970078299,1,3,0,2,2,1,5,5,5,2,3,14,14,11,11,7,14,14,14,14,2,11,11,23,11,0,3,8,6,10,4,1,0,24,10,4,3,1,0,29,2,4,0,0,26,8,12,8,19,19,4,4,4,6,6
825436260,3,1,5,8,3,3,3,4,10,10,4,1,2,10,4,1,11,11,5,27,6,6,6,16,16,1,9,18,5,1,8,7,3,15,5,0,11,14,6,3,5,13,19,6,16,9,0,0,0,0,1,13,0,0,0
645449840,8,8,8,1,1,5,12,12,0,26,2,0,7,7,3,8,0,17,8,8,5,5,5,10,10,7,14,5,16,5,6,3,12,8,14,3,12,7,14,7,4,1,14,10,15,0,14,17,14,14,5,5,16,7,7
640006296,2,0,17,3,8,4,1,16,16,16,7,3,1,1,7,3,1,15,7,3,1,12,12,5,19,8,0,9,8,3,7,2,9,2,13,7,1,5,13,24,9,8,7,23,25,1,1,1,10,1,8,1,1,21,1
847902873,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,2,2,17,17,6,6,6,16,16,1,9,13,5,25,8,7,3,15,7,0,11,14,9,3,5,13,14,1,16,9,9,18,4,4,1,13,13,13,13
966473885,0,2,1,17,17,9,9,0,24,24,6,6,6,24,24,9,9,0,15,7,5,5,5,0,0,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,10,13,1,3,3,3,2,9,3,3,3,3,3
742717602,3,1,5,10,4,9,9,0,24,24,6,6,6,24,24,9,9,0,20,20,5,5,5,0,0,2,5,7,9,26,2,11,7,0,6,1,5,10,17,9,6,10,14,10,1,2,2,2,9,28,3,3,3,24,24
965535967,0,2,3,0,10,9,9,0,24,24,3,14,14,6,6,4,4,19,19,19,2,0,15,15,15,6,5,15,19,2,5,6,15,4,1,1,14,0,2,27,7,1,15,20,9,4,4,4,12,12,6,6,6,8,8
934844641,0,2,3,0,10,2,0,8,8,8,4,1,2,2,2,4,4,10,10,10,2,0,4,4,18,6,4,16,2,16,5,6,19,1,25,8,13,19,15,6,1,7,1,15,22,4,13,13,11,11,6,6,18,19,19
712153315,5,5,2,22,22,3,3,3,3,3,5,5,5,0,25,5,5,5,2,26,9,9,9,9,4,5,11,3,24,20,0,5,4,18,17,9,8,11,3,25,0,11,2,17,3,5,5,5,7,7,9,9,9,18,18
644827374,3,1,5,10,4,5,12,12,0,11,2,0,15,15,15,8,0,1,21,21,3,4,0,20,20,1,14,17,16,5,8,3,12,14,14,3,12,6,24,13,4,2,17,11,28,0,11,16,22,22,5,5,19,10,10
919091442,0,2,3,0,10,2,2,2,2,12,0,7,3,3,0,7,8,8,0,25,2,0,19,19,9,6,5,16,2,21,5,10,15,1,24,8,2,4,1,23,1,7,1,15,11,4,12,12,23,23,6,6,18,19,19
653195521,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,15,7,5,5,5,0,0,2,2,7,20,0,2,11,2,0,12,1,5,13,19,22,6,10,15,13,6,2,2,2,9,28,3,3,3,3,3
915441937,1,3,0,2,2,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,19,19,9,6,5,1,0,21,5,6,19,1,25,8,3,10,1,23,1,7,1,15,11,6,12,12,19,27,6,6,18,19,19
681400617,8,8,8,1,1,5,12,12,0,11,2,0,15,15,15,8,0,1,21,21,3,4,0,20,20,1,14,5,16,5,8,13,12,14,2,3,13,19,24,6,4,2,17,11,28,0,14,16,14,14,5,5,19,10,10
904948028,4,4,4,4,0,9,9,0,24,24,6,6,6,24,24,9,9,0,15,7,5,5,5,0,0,2,2,7,9,26,2,11,7,0,6,1,5,13,17,9,6,10,14,13,1,2,2,2,9,28,3,3,3,24,24
893401406,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,2,2,23,23,2,0,15,15,15,9,5,16,19,8,1,14,15,7,1,8,2,8,2,27,7,1,14,1,17,4,9,9,3,3,6,6,6,8,8
1035970888,1,3,0,20,20,0,4,9,9,9,1,4,0,14,14,0,10,4,4,4,7,3,16,7,7,0,8,6,13,24,4,1,10,3,4,4,9,1,12,10,2,4,0,0,26,8,8,8,16,16,4,4,15,11,11
697538916,1,3,0,2,2,2,2,2,2,12,0,7,3,3,0,7,8,8,0,12,2,0,19,19,9,6,4,1,6,10,5,10,19,1,25,4,3,10,1,23,1,7,1,15,11,6,12,8,19,27,6,4,18,19,19
681912683,8,8,8,1,1,5,12,12,11,0,2,0,7,7,3,2,12,12,12,13,4,1,8,8,3,7,10,2,10,15,6,0,8,11,29,6,7,7,20,1,4,6,8,22,19,0,14,14,24,24,0,0,17,22,22
891558275,0,2,3,0,10,2,0,8,8,8,3,13,13,13,13,4,4,10,10,10,2,0,4,4,18,6,4,16,0,29,5,6,19,1,1,8,2,4,22,21,1,7,1,15,22,6,12,12,23,23,6,6,18,19,19
652544407,8,8,8,1,1,5,12,12,0,11,2,0,15,15,15,2,12,12,12,28,3,4,0,20,20,1,14,17,14,5,8,13,7,14,2,3,12,18,14,2,4,2,17,11,28,0,14,16,5,5,5,5,19,10,10
908675487,0,2,3,0,10,2,2,2,2,12,3,13,13,13,13,4,4,10,10,10,2,0,4,4,18,6,5,16,6,21,5,6,15,4,25,8,14,8,9,1,7,7,1,10,9,4,2,12,11,11,6,6,18,8,8
975325599,0,10,10,21,21,7,7,15,15,15,9,9,9,20,20,6,6,6,6,29,8,8,18,18,8,3,13,10,21,12,9,9,5,10,26,5,4,3,5,12,3,3,4,4,10,7,7,7,15,15,7,7,7,16,16
603511210,3,1,5,10,4,3,3,4,10,10,4,1,2,2,2,1,11,11,5,27,6,6,6,16,16,9,1,18,5,27,1,7,17,15,5,0,11,14,6,3,5,13,19,10,16,9,0,0,4,4,1,13,0,0,0
910375338,2,0,17,3,8,4,1,16,16,16,7,3,1,1,29,3,1,15,7,3,1,12,12,5,13,8,0,4,8,3,7,2,9,9,3,7,13,9,15,24,9,0,16,9,7,1,1,1,10,10,8,8,8,21,21
961104301,5,5,2,22,22,3,3,3,3,3,3,14,14,6,6,5,5,5,2,26,9,9,9,9,4,5,1,8,24,20,0,5,4,16,17,0,3,14,6,25,0,11,2,17,3,9,9,9,19,19,9,9,9,18,18
971708843,0,2,3,0,10,9,9,0,24,24,3,13,13,13,13,4,4,10,10,10,2,0,4,4,18,6,5,16,19,21,5,6,15,4,1,8,2,8,9,27,7,1,1,10,9,4,13,13,11,11,6,6,6,8,8
916490671,2,0,7,7,7,0,4,9,9,9,1,4,0,4,1,0,7,3,11,5,7,3,17,17,17,3,13,6,11,13,9,9,16,13,4,4,9,12,10,17,8,12,5,16,4,8,8,19,18,18,7,12,12,16,16
908855729,4,4,4,4,0,9,9,0,20,20,6,6,6,24,24,9,9,0,15,7,5,5,5,0,25,2,2,7,1,0,2,11,2,0,12,1,5,13,19,9,6,10,10,10,6,3,3,3,9,28,3,3,5,9,9
895740352,8,8,8,1,13,5,12,12,0,25,2,2,18,18,18,2,3,9,9,9,4,1,7,3,1,7,10,11,10,28,6,0,8,8,21,6,0,15,11,15,4,5,8,7,14,0,10,10,5,5,0,14,17,7,7
827873742,8,8,8,1,1,5,12,12,0,11,2,0,7,7,3,8,0,1,21,21,4,1,1,11,2,7,12,11,16,18,6,0,8,8,19,3,12,16,24,13,4,6,13,5,21,0,14,17,14,14,0,14,14,7,7
