,0
650331035,exc_mMET_ME_17
603902877,exc_mMET_ME_8
681554845,exc_mMET_ME_8
740410280,exc_mMET_ME_15
863404974,exc_mMET_ME_2
829305793,exc_mMET_ME_5
948126701,exc_mMET_ME_14
990213121,exc_mMET_ME_4
1000625161,exc_mMET_ME_15
698700813,exc_mMET_ME_11
910287886,exc_mMET_ME_2
941552661,exc_mMET_ME_1
880772136,exc_mMET_ME_4
652960852,exc_mMET_ME_4
740373591,exc_mMET_ME_3
989369441,exc_mMET_ME_19
889271408,exc_mMET_ME_3
947496055,exc_mMET_ME_3
695440507,exc_mMET_ME_6
983975050,exc_mMET_ME_17
948429967,exc_mMET_ME_14
990606480,exc_mMET_ME_11
644818070,exc_mMET_ME_10
902284440,exc_mMET_ME_1
673387671,exc_mMET_ME_10
698668188,exc_mMET_ME_13
864068767,exc_mMET_ME_2
901424290,exc_mMET_ME_8
970683578,exc_mMET_ME_11
792687812,exc_mMET_ME_14
680973517,exc_mMET_ME_9
914412754,exc_mMET_ME_3
959190247,exc_mMET_ME_13
643798256,exc_mMET_ME_14
863483123,exc_mMET_ME_17
948360440,exc_mMET_ME_5
973792505,exc_mMET_ME_15
603337985,exc_mMET_ME_14
640111874,exc_mMET_ME_14
904832267,exc_mMET_ME_3
961238285,exc_mMET_ME_13
945796367,exc_mMET_ME_4
612402470,exc_mMET_ME_8
992408868,exc_mMET_ME_10
989164849,exc_mMET_ME_15
916620597,exc_mMET_ME_4
952669499,exc_mMET_ME_3
961238333,exc_mMET_ME_9
736499017,exc_mMET_ME_11
887207252,exc_mMET_ME_8
912868696,exc_mMET_ME_3
914265453,exc_mMET_ME_19
717313398,exc_mMET_ME_14
644953476,exc_mMET_ME_6
645834123,exc_mMET_ME_10
913716620,exc_mMET_ME_5
603481505,exc_mMET_ME_4
992441763,exc_mMET_ME_11
695424422,exc_mMET_ME_7
919979431,exc_mMET_ME_11
716596648,exc_mMET_ME_8
916473265,exc_mMET_ME_4
1034933680,exc_mMET_ME_17
642999751,exc_mMET_ME_7
950265290,exc_mMET_ME_5
919102928,exc_mMET_ME_3
913765840,exc_mMET_ME_10
961226203,exc_mMET_ME_13
851580386,exc_mMET_ME_1
697525735,exc_mMET_ME_11
922613228,exc_mMET_ME_3
917624301,exc_mMET_ME_11
945063428,exc_mMET_ME_4
1043809804,exc_mMET_ME_19
702023186,exc_mMET_ME_5
982582806,exc_mMET_ME_17
863450651,exc_mMET_ME_1
645453340,exc_mMET_ME_8
954066469,exc_mMET_ME_3
645379626,exc_mMET_ME_13
1010677295,exc_mMET_ME_18
640026162,exc_mMET_ME_16
961230415,exc_mMET_ME_13
945833568,exc_mMET_ME_10
912889454,exc_mMET_ME_3
891594369,exc_mMET_ME_14
912340608,exc_mMET_ME_3
741213831,exc_mMET_ME_11
898881170,exc_mMET_ME_3
912918179,exc_mMET_ME_3
940783281,exc_mMET_ME_4
897009330,exc_mMET_ME_7
661513942,exc_mMET_ME_11
903853784,exc_mMET_ME_1
829298408,exc_mMET_ME_5
610440978,exc_mMET_ME_17
811341605,exc_mMET_ME_1
904935208,exc_mMET_ME_2
907429679,exc_mMET_ME_4
733620016,exc_mMET_ME_19
1006380866,exc_mMET_ME_19
637380444,exc_mMET_ME_4
882763615,exc_mMET_ME_4
906532711,exc_mMET_ME_10
724539260,exc_mMET_ME_2
942307202,exc_mMET_ME_2
656721795,exc_mMET_ME_10
1010976652,exc_mMET_ME_19
942421907,exc_mMET_ME_2
982558622,exc_mMET_ME_16
716793760,exc_mMET_ME_15
917657507,exc_mMET_ME_16
605493156,exc_mMET_ME_4
645453746,exc_mMET_ME_8
652789704,exc_mMET_ME_8
863418322,exc_mMET_ME_1
645363692,exc_mMET_ME_4
886474771,exc_mMET_ME_2
645834778,exc_mMET_ME_5
644933664,exc_mMET_ME_3
661481525,exc_mMET_ME_3
882198617,exc_mMET_ME_11
970078299,exc_mMET_ME_19
825436260,exc_mMET_ME_8
645449840,exc_mMET_ME_6
640006296,exc_mMET_ME_3
847902873,exc_mMET_ME_8
966473885,exc_mMET_ME_1
742717602,exc_mMET_ME_2
965535967,exc_mMET_ME_12
934844641,exc_mMET_ME_12
712153315,exc_mMET_ME_13
644827374,exc_mMET_ME_7
919091442,exc_mMET_ME_11
653195521,exc_mMET_ME_1
915441937,exc_mMET_ME_11
681400617,exc_mMET_ME_7
904948028,exc_mMET_ME_2
893401406,exc_mMET_ME_10
1035970888,exc_mMET_ME_17
697538916,exc_mMET_ME_11
681912683,exc_mMET_ME_4
891558275,exc_mMET_ME_12
652544407,exc_mMET_ME_7
908675487,exc_mMET_ME_12
975325599,exc_mMET_ME_16
603511210,exc_mMET_ME_8
910375338,exc_mMET_ME_3
961104301,exc_mMET_ME_13
971708843,exc_mMET_ME_12
916490671,exc_mMET_ME_15
908855729,exc_mMET_ME_1
895740352,exc_mMET_ME_4
827873742,exc_mMET_ME_4
826780116,exc_mMET_ME_5
741206508,exc_mMET_ME_12
904690163,exc_mMET_ME_2
880871943,exc_mMET_ME_7
1006389773,exc_mMET_ME_17
1039243792,exc_mMET_ME_17
825002523,exc_mMET_ME_14
828885535,exc_mMET_ME_5
610400799,exc_mMET_ME_16
975477315,exc_mMET_ME_15
912329296,exc_mMET_ME_11
926866005,exc_mMET_ME_3
917588572,exc_mMET_ME_12
982542941,exc_mMET_ME_19
604527243,exc_mMET_ME_8
904862358,exc_mMET_ME_3
827968165,exc_mMET_ME_4
992021164,exc_mMET_ME_4
971586225,exc_mMET_ME_12
644864693,exc_mMET_ME_10
637414095,exc_mMET_ME_8
895580896,exc_mMET_ME_4
990350059,exc_mMET_ME_7
673643261,exc_mMET_ME_10
990354179,exc_mMET_ME_4
681937682,exc_mMET_ME_8
973384481,exc_mMET_ME_5
740305711,exc_mMET_ME_12
895548208,exc_mMET_ME_12
977029946,exc_mMET_ME_19
742734652,exc_mMET_ME_6
681405248,exc_mMET_ME_7
895740736,exc_mMET_ME_3
867650384,exc_mMET_ME_3
644836206,exc_mMET_ME_4
971647853,exc_mMET_ME_9
823024502,exc_mMET_ME_4
961846146,exc_mMET_ME_1
985869192,exc_mMET_ME_1
638806925,exc_mMET_ME_10
904731534,exc_mMET_ME_1
1000110992,exc_mMET_ME_16
984034203,exc_mMET_ME_18
712145820,exc_mMET_ME_13
645807027,exc_mMET_ME_4
701074357,exc_mMET_ME_13
935046071,exc_mMET_ME_3
824990654,exc_mMET_ME_14
895609799,exc_mMET_ME_3
651041745,exc_mMET_ME_8
701074400,exc_mMET_ME_13
962821095,exc_mMET_ME_3
915479566,exc_mMET_ME_3
811375643,exc_mMET_ME_1
898559010,exc_mMET_ME_3
841882659,exc_mMET_ME_11
932678695,exc_mMET_ME_1
680954928,exc_mMET_ME_14
642763833,exc_mMET_ME_8
988957754,exc_mMET_ME_17
839584863,exc_mMET_ME_17
765881445,exc_mMET_ME_12
841817193,exc_mMET_ME_1
912063608,exc_mMET_ME_1
828894369,exc_mMET_ME_8
927833265,exc_mMET_ME_3
914250949,exc_mMET_ME_1
826830025,exc_mMET_ME_5
644832461,exc_mMET_ME_11
645913812,exc_mMET_ME_7
984104151,exc_mMET_ME_18
992394456,exc_mMET_ME_10
824937690,exc_mMET_ME_3
971517180,exc_mMET_ME_11
948366592,exc_mMET_ME_11
1036061965,exc_mMET_ME_18
639827216,exc_mMET_ME_10
982658324,exc_mMET_ME_12
978607419,exc_mMET_ME_17
983928133,exc_mMET_ME_19
966819173,exc_mMET_ME_11
603229579,exc_mMET_ME_5
907337101,exc_mMET_ME_2
841866643,exc_mMET_ME_6
648093076,exc_mMET_ME_8
764497316,exc_mMET_ME_19
989502887,exc_mMET_ME_15
794963377,exc_mMET_ME_12
828890584,exc_mMET_ME_5
811355609,exc_mMET_ME_2
902000094,exc_mMET_ME_1
966819294,exc_mMET_ME_12
912301547,exc_mMET_ME_3
963063283,exc_mMET_ME_3
841854478,exc_mMET_ME_4
698658322,exc_mMET_ME_13
681639459,exc_mMET_ME_5
929533489,exc_mMET_ME_3
936001075,exc_mMET_ME_3
971546167,exc_mMET_ME_5
907460164,exc_mMET_ME_1
975429194,exc_mMET_ME_7
652959315,exc_mMET_ME_8
740318831,exc_mMET_ME_12
711573106,exc_mMET_ME_10
907357811,exc_mMET_ME_2
604098167,exc_mMET_ME_4
827903615,exc_mMET_ME_4
701075085,exc_mMET_ME_9
884596365,exc_mMET_ME_12
601628311,exc_mMET_ME_10
970079895,exc_mMET_ME_19
922562221,exc_mMET_ME_12
903814839,exc_mMET_ME_2
850968263,exc_mMET_ME_12
989351643,exc_mMET_ME_17
1039503078,exc_mMET_ME_17
935214823,exc_mMET_ME_1
975392497,exc_mMET_ME_16
899424012,exc_mMET_ME_11
899452696,exc_mMET_ME_10
899583778,exc_mMET_ME_14
972447551,exc_mMET_ME_12
824909637,exc_mMET_ME_3
903831367,exc_mMET_ME_1
908894026,exc_mMET_ME_1
983936858,exc_mMET_ME_13
929406809,exc_mMET_ME_2
962355052,exc_mMET_ME_3
742023028,exc_mMET_ME_12
1010970495,exc_mMET_ME_2
924610453,exc_mMET_ME_3
950075297,exc_mMET_ME_3
948318130,exc_mMET_ME_11
969301940,exc_mMET_ME_12
829296573,exc_mMET_ME_8
990236615,exc_mMET_ME_4
958619600,exc_mMET_ME_13
864030679,exc_mMET_ME_2
706461666,exc_mMET_ME_3
826765287,exc_mMET_ME_15
628756464,exc_mMET_ME_8
643002356,exc_mMET_ME_5
902029302,exc_mMET_ME_2
831254527,exc_mMET_ME_1
