"","PC1","PC2","PC3"
"9430020K01Rik",0.0549160781651233,-0.136961056348788,0.126980736340421
"Arrdc3",-0.0546669026950677,0.133358415379915,-0.0179168623362719
"Cav2",-0.0967731597729698,-0.0354371091117803,0.0567013319758359
"Ppfibp2",-0.042843938215984,-0.0524958584312322,0.0111515751810229
"LOC105242716",-0.0129384892085532,0.000271451823898191,0.003882130946413
"C030047K22Rik",0.00257248540048718,0.00697232823092119,-0.00127826409882272
"Pcdhb9",-0.022970748025846,-0.000369449539878423,-0.00203069339344227
"1700019L22Rik",-0.0106291126207751,-0.022291745252899,-0.0196659243906347
"Mef2c",-0.0274001483564209,-0.0136971779626726,-0.00165865472885493
"Flrt2",0.0405431268246402,-0.11901355352379,0.0211983894344453
"Myo10",-0.0140182678361427,0.0206976575102259,0.0409628150580252
"Pcdhb16",-0.0224636712518974,-0.0316374855307489,0.00521983284356105
"Rorb",-0.0693757279178835,-0.0288263538854814,0.0711605214912139
"Cpe",0.0262813669362548,0.0139445865237249,-0.0139507657342155
"Pdp1",0.00691635385901089,-0.00764657357092346,0.0606467329163225
"Sparcl1",-0.0403353859367476,-0.0144009724170179,-0.00585233545405519
"Nov",-0.0459789746565096,0.0497183253189745,0.0134553006071708
"Nppc",-0.0343851999163017,-0.11453060651314,0.0291287023048348
"Nr4a3",0.0940682350623001,-0.0627709077939988,0.0523661441183374
"Olfm1",0.0066601811426212,0.02707453096147,0.000302930044212726
"Osbpl3",0.0196682174594277,-0.166870078437663,0.112834512073672
"Npy1r",-0.0833509114634001,-0.139175940554448,0.0237557430974798
"Ncapd2",-0.034362827954032,0.000472564614959104,0.0236142439938025
"Fam122b",-0.0287700576132243,0.0282251454666826,0.0268136869136794
"Camk1g",-0.0155589929344333,-0.0220917586483128,0.128382551605643
"Inhba",0.0728811306389522,-0.114496643960518,-0.045219110687808
"Nrep",-0.0279266610129474,-0.0297202436898297,0.00472620366893267
"Bbs1",-0.0345551147946438,0.0190296260320578,0.0440392524354339
"Ano3",0.0557261758642381,-0.0271089584254798,0.101182984991254
"Hcn1",0.0612618926423668,-0.0421383054111009,-0.0168542840254573
"Egr2",0.075265984163593,-0.0696542963375235,0.0905578805556623
"Phactr4",0.000162984843154159,0.00256091037710104,0.004362247602936
"Pcdhb5",-0.00518354953935552,-0.0107549061777274,-0.0019080247326734
"Tmeff2",0.0251427831580612,0.0351754724997466,0.0871813304782747
"LOC105245767",0.00762852153550307,0.0158255945463517,0.0218113444370664
"Nup205",-0.0220844770460595,0.0180436236437887,0.025737204466961
"Ak5",0.028269128899056,0.0461695329032672,0.00904610742075419
"Litaf",0.0321115428577942,0.0138031677112692,-0.16033733822181
"Nap1l5",-0.0215612624510732,-0.0319000809720826,0.00912609270597811
"Ephb6",0.00342918126019944,0.0467266666701347,0.0502710276752208
"Vmn2r-ps89",-0.0238930686827646,-0.00775448247750453,0.0217652391912781
"Atp9b",0.0168705648808163,0.0331988084296447,0.0299195623088715
"Zfp551",-0.00232682735477519,-0.0230144203091621,0.00831826486928469
"Sema3e",0.0976902310776435,0.0932898982196539,0.101184753068896
"Pcdhb4",-0.00456578434818284,0.0245228602438546,0.0691424566644557
"Camk2n1",0.0301616323106338,0.0271557864121598,0.00206908468249621
"Blnk",0.0640094681226112,0.0421341148910679,-0.0645828184342459
"Cck",0.0169620985045772,-0.00711360239729601,0.005590990038019
"Pcdhb12",-0.0472332524360001,-0.0128000672288668,-0.0475847467896417
"Sidt1",-0.000426571890499434,0.0847830558129509,0.0581391922358486
"Cntnap5b",-0.0448683681905587,-0.00986304904052496,-0.011088109385898
"Prss23",0.0916573199410362,-0.0152896071136701,0.048813708970372
"Ankrd34c",0.00963156517084856,-0.0628029175832089,0.0326870392387398
"Cpm",-0.0423627021911262,-0.0670619603515874,0.102713924619382
"Osbpl1a",-0.0233937559300795,0.00986404363449668,0.0537713978131786
"Extl2",-0.0391076960745651,0.00414839763208552,0.00959976031737164
"Pcdhb3",-0.0639977359654889,-0.0051707432640949,0.0218297380794126
"BC023829",0.0133198109518954,0.101789910875823,0.069039830471495
"Abcd2",-0.0170476750526918,-0.0273227270002343,0.137819337748303
"Ndrg4",0.000386380975828185,0.00885545263748927,0.0074193163245272
"Erc2",0.0269526441243513,-0.0539201014294986,-0.0391618393659932
"Cspp1",-0.0175420524736449,-0.0574730503511428,0.00149351108633074
"Rgl1",-0.0544288864940007,-0.00495045070908381,0.0613893691213287
"Zscan22",0.0143458040359628,0.0276237227487321,0.0117425492679831
"Lonrf3",0.0392192662387069,-0.0899347946247072,0.0449637503758584
"Ppfibp1",0.00771177719035609,-0.0293602422965554,-0.0086129730937281
"Wbp1l",-0.00610061348188816,-0.00500705635693656,0.0640470768681703
"Tnnc1",0.0103640405011983,0.00315885806672358,-3.7511962972419e-05
"Ifi27",0.0275693059712772,0.0103705036660123,-0.00569014487114943
"Nedd9",0.0326434389230308,0.0806906250558292,0.0790171940508442
"Fhad1",0.0207596883159947,-0.0273897347930091,-0.0182649096688091
"Kcnv1",0.00775767788071357,-0.0229798400335364,0.017680466749662
"Slc4a4",-0.0432328735783964,-0.00548063839593951,0.0423225009405401
"Pls3",0.00746624231218725,0.0278611017163999,0.01611861723366
"Pgam2",0.0520981198745568,0.0117626456851807,0.0272874705243435
"Xrcc2",-0.00890574872415434,-0.00128544325557906,-0.00189293648147972
"Lrrc55",-0.0126409844939559,-0.0299914224706951,0.0823049511193258
"Rasgef1b",0.0718840706578192,0.00505040526930114,0.00353964569846607
"Gabrb1",0.0219810670614471,0.0685137173299389,-0.0274730892932624
"Htr1f",0.0128343443475809,0.012958122396723,-0.00594225787159746
"Zfp397",0.0136462995630629,0.0257192816085648,0.0601106640649961
"Intu",-0.0234515986809945,-0.013958903672558,0.0284075067480036
"Pdrg1",-0.00606929582858248,0.0194166562351253,-0.0693818726338889
"Camk2d",-0.0827805935828484,-0.0933604280892834,-0.0568137109724933
"Arpp19",-0.000227835391566313,-0.021032764246816,0.012100660783442
"Ivns1abp",-0.0161840640038059,-0.0122617787344746,0.0274255363275596
"Cacna2d3",-0.0620425583808699,-0.00871718506354687,0.0625506642656768
"Ldb2",0.0566638778981683,0.13077277985059,0.0700728852387141
"Acadl",-0.108177798311723,-0.0221994834116589,-0.00934946476454261
"Ptgs2",-0.0225355521895618,-0.0728987935507578,0.044721179633664
"LOC105246134",0.0148335447746105,-0.0356399981336985,0.0224916620861902
"Fam19a2",-0.0734471553974479,-0.0905659539051681,0.0283872823026953
"E030013I19Rik",0.00934038836291429,0.0042690803851548,-0.0277236809765303
"LOC105246503",-0.0116614595545105,-0.0311517744879827,0.00971608079923175
"Sp3",0.0164808044363786,-0.0022866426620762,0.0289667996557996
"Grid2",-0.0375853102750492,0.0284274940686024,0.0679754293255065
"Nr4a2",0.0114437294043021,-0.0353738896979491,0.00151970472889854
"Col24a1",0.0895337422037797,-0.0592502056112267,0.0015712427664785
"Ccser1",0.00896213188567237,-0.00156243376831557,0.00446035604621596
"Tmem196",0.00507858292161969,-0.00856909675761989,0.0619858203180106
"Hs3st1",0.0312271207148139,-0.173334729049406,0.00850550583136606
"Dclk1",0.0396958541369181,-0.037362112060309,-0.00558497436651665
"Egr3",0.0650399839286704,0.0131604981908664,0.00891011661782133
"Fastkd1",-0.0164462066064336,0.00304669180642717,0.0343496844375718
"Col11a1",0.0485412611073966,-0.0860160368139785,0.00807772540873132
"Gpr83",-0.0348749901134614,0.0583233728423167,-0.0745531235329489
"Aplp1",0.00480429930007691,0.00823480560211807,-0.0150050374441325
"Egr4",0.0684795545730884,-0.0591003216204206,0.0695254645514229
"Cd59a",0.0364303584197105,0.0255734222455783,0.0483147090922348
"Cdh12",-0.0858668956892196,-0.0181361611954174,0.0294011289091006
"Zcchc4",-0.076133264806559,0.0365607206157743,-0.0167449642543571
"1500009L16Rik",0.0196945857363832,-0.0141693866433353,-0.0850979328050192
"Cd83",0.0612746903066266,0.101009911239741,0.0387981422596363
"Neto2",0.102463783504273,0.0427487539650213,-0.0474667979898774
"Sema5a",-0.0228838465810551,-0.00939797782304444,-0.0359425778691982
"Cadm1",-0.0291902486199434,0.0149750083521692,0.00458410309408837
"Cckbr",-0.000578764665974986,-0.0757613740811039,0.108065229371231
"Npc1l1",-0.0312919606025954,-0.0625404867527258,0.073088676765642
"Wls",-0.0225962422427826,-0.0431564450187004,0.0474464414571808
"Pcp4l1",0.0745265225055942,0.0120123006118445,-0.112023872781469
"Zfp641",0.00327466380450823,-0.000885050819611797,0.0344922283317731
"Robo1",0.00240944896123727,-0.00518560555187963,-0.0111889679585132
"Cpsf6",-0.0166923247639253,-0.00936175340893037,0.0615460481697273
"Mup5",0.0346192527561126,0.0248984816340577,0.028362501384087
"Nrsn1",0.0355583967123604,0.0267646468048866,-0.00161820044754663
"Acsl5",-0.0237840130917195,-0.00144460280111649,0.0379961818783765
"Ikbkb",0.00131673864523833,0.014842567520198,0.0286148011601398
"Capn6",-0.0355185769094356,-0.0377252545779429,-0.00645116140720593
"Zfp113",-0.000638895794843906,0.0169545887306603,-0.0221776084468132
"Mid2",-0.000868167721269495,0.00223408767863663,-0.0244080419513045
"Atxn7",0.0432628085424654,-0.0151464200367798,0.0243577295375611
"Glg1",0.0490404226019363,0.0159243037668723,0.0229027337018551
"Cln5",-0.0559052515126775,0.00236622060597967,-0.0423917993732976
"Rgs2",0.00910194443431568,-0.018791084523121,-0.0250595010330275
"Dusp1",0.0339760290850538,-0.0465402423776031,-0.0398067747995774
"Fpgt",-0.0185614168495166,-0.0369576319522031,-0.0716292414804617
"Dpp10",-0.0607321102623875,-0.00010136301106315,0.0868076490004581
"Rnf38",0.0210737566377435,0.0669684011953633,0.0431814772222828
"Simc1",-0.0259040070585004,0.0165584293450932,0.0476760048281498
"Fam198b",0.0522686625272152,0.010303788959445,0.0232867567489236
"Clstn1",0.013981561098359,0.00584653501829911,0.0284616587750152
"Prkcd",-0.0578604538734704,0.0423959227945461,0.013906933068869
"Lzic",-0.00900601740630829,0.042035003898082,-0.00894673602553487
"Tnfaip3",0.0349628267000211,-0.00420519760278775,0.00424230149366277
"Arhgap22",-0.0259890658876814,0.025131794522118,0.0178638475719359
"Hpn",-0.0136220123538961,0.0222380940976322,-0.00995468205937351
"Pprc1",-0.00841326515421895,0.0152427142614943,0.0597882186415409
"Nom1",-0.017053320917997,0.0547701911776934,-0.00429088113182941
"Pigg",-0.0574050150872069,0.0516484530749104,0.0578028060489822
"Glt8d2",-0.0147850479099621,-0.00561129055961051,-0.00890104634943528
"Pck2",0.0134808892022851,0.0495778756059354,0.0378045260921776
"Rxfp1",0.0298469866173071,-0.0598564068327255,-0.0552113933592527
"Zbtb9",0.0192276971483672,0.0180289726618436,-0.0108303097291174
"Zfp677",-0.0102485733675414,0.058914662138197,0.00207160457232992
"Usp47",-0.0127395897765433,0.0209377756108496,0.0325093296368677
"Fbxo18",-0.00675646540124359,0.0722185147271387,0.00961155552877957
"Rasl11a",0.0631618616393511,-0.0323650769814141,0.0380849734793438
"Frmd6",0.0141768624913217,-0.113306873739682,0.0477359760793352
"Igtp",-0.039500157645058,-0.0250103247083264,0.0265144571714736
"Pknox2",-0.0402454383052375,0.0435505231134983,0.0416688537465028
"Gga2",-0.00387768013445522,0.0104150508266035,0.00686304350710569
"Echdc2",-0.13882967256169,0.0456897382673415,0.0542895115275669
"Far2",0.0848197035533643,-0.0691300274789615,0.050008035047093
"Diras2",0.0222088325359587,-0.00900707973536179,-0.00363901767602289
"LOC102640042",0.00602302189682811,-0.00108567655319776,-0.000888959033830371
