sample_id,x,y,subclass_label,subclass_color,resp_pc_1
LS-15003_S35_E1-50,-2.7099533,-11.47392,L4,#00979D,-2.8058341221842573
LS-15003_S36_E1-50,-2.081762,-8.852515,L4,#00979D,-0.1897442302665735
LS-15003_S37_E1-50,-2.1326106,-9.286657,L4,#00979D,4.067253709390245
LS-15003_S39_E1-50,-2.0955102,-10.953671,L4,#00979D,15.253293776659069
LS-15003_S40_E1-50,-1.7632642,-9.402459,L4,#00979D,14.044951796455646
LS-15003_S41_E1-50,-2.5759363,-8.536053,L4,#00979D,-0.4738198863145294
LS-15003_S42_E1-50,-3.6442842,-12.096278,L4,#00979D,12.435154193631734
LS-15003_S43_E1-50,-4.691609,-9.376625,L4,#00979D,-3.020609848867261
LS-15003_S44_E1-50,-2.8732755,-8.645526,L4,#00979D,-7.204401359676082
LS-15003_S45_E1-50,-1.9347117,-8.894143,L4,#00979D,1.3886560192576534
LS-15003_S46_E1-50,-2.2954812,-11.008471,L4,#00979D,3.690105848299751
LS-15003_S47_E1-50,-2.4910572,-11.614542,L4,#00979D,9.951968115488706
LS-15003_S49_E1-50,-2.4114683,8.904106,L6 IT,#A19922,-8.825965085176753
LS-15003_S50_E1-50,-7.4921207,-2.425795,L5 IT,#008A61,-9.68495831459646
LS-15003_S51_E1-50,-3.5915296,8.706282,L6 IT,#A19922,3.085845249083456
LS-15003_S52_E1-50,12.134363,4.003989,L5 PT,#0D5B78,1.3636521627033509
LS-15003_S53_E1-50,-0.28771716,4.7104855,L6 IT,#A19922,-5.671105493659955
LS-15003_S54_E1-50,-1.0430957,7.147989,L6 IT,#A19922,-10.069119659261547
LS-15003_S55_E1-50,-10.435845,9.295744,L6 IT,#A19922,2.1234133039070757
LS-15003_S56_E1-50,0.23255071,4.4460583,L6 IT,#A19922,-6.9680256209387785
LS-15003_S57_E1-50,9.779968,7.9986076,NP,#3E9E64,-11.496113182912824
LS-15003_S58_E1-50,-1.3398494,4.6108375,L6 IT,#A19922,6.583924505166415
LS-15003_S59_E1-50,-1.6020944,4.0357165,L6 IT,#A19922,4.5947636039096125
LS-15003_S60_E1-50,-0.85207987,8.408883,L6 IT,#A19922,-10.60359991921702
LS-15003_S61_E1-50,-0.06055254,6.7166796,L6 IT,#A19922,-11.614941764472071
LS-15003_S62_E1-50,0.12024265,4.2381744,L6 IT,#A19922,-5.061828499815028
LS-15003_S63_E1-50,0.17426246,4.729393,L6 IT,#A19922,-10.122425635386014
LS-15003_S64_E1-50,0.24862781,4.0799975,L6 IT,#A19922,-6.128542516279739
LS-15003_S65_E1-50,-1.9174135,5.253629,L6 IT,#A19922,6.901960539791127
LS-15003_S66_E1-50,-0.23762837,7.122234,L6 IT,#A19922,-11.311427396560331
LS-15003_S67_E1-50,0.23566072,6.34639,L6 IT,#A19922,-10.505018953369884
LS-15003_S68_E1-50,-2.8428524,6.8171453,L6 IT,#A19922,6.740685552281228
LS-15003_S69_E1-50,-2.1476946,7.3350396,L6 IT,#A19922,2.549469724970248
LS-15003_S70_E1-50,-1.7451804,17.737478,L6 CT,#2D8CB8,-13.55440523209615
LS-15003_S71_E1-50,-2.2348452,5.2799034,L6 IT,#A19922,5.399256701583242
LS-15003_S72_E1-50,-0.18469484,7.3003397,L6 IT,#A19922,-11.086825861168494
LS-15003_S73_E1-50,0.41723546,5.3148685,L6 IT,#A19922,-10.937931037926829
LS-15003_S74_E1-50,-1.6617868,5.748186,L6 IT,#A19922,0.850626121106775
LS-15003_S75_E1-50,0.19490036,18.04736,L6 CT,#2D8CB8,-21.709861705839188
LS-15003_S76_E1-50,-0.6874133,5.6284986,L6 IT,#A19922,-0.7867853375103727
LS-15003_S77_E1-50,-0.25552648,16.348547,L6 CT,#2D8CB8,-14.94279421355271
LS-15003_S78_E1-50,-0.41068658,5.6128855,L6 IT,#A19922,-10.91498790293564
LS-15003_S79_E1-50,1.6876843,15.504508,L6 CT,#2D8CB8,-14.058321409617283
LS-15003_S80_E1-50,-0.95288765,5.6211944,L6 IT,#A19922,-6.370526427588346
LS-15003_S81_E1-50,-1.7268406,7.12578,L6 IT,#A19922,-0.3288139474293581
LS-15003_S82_E1-50,2.6758509,22.401958,L6b,#25596D,-8.597300617060487
LS-15003_S83_E1-50,-0.97389513,5.117305,L6 IT,#A19922,-3.446522970109697
LS-15003_S84_E1-50,-0.22918947,18.03955,L6 CT,#2D8CB8,-4.450178606709821
LS-15003_S85_E1-50,-1.3625515,4.7554083,L6 IT,#A19922,-2.301096890475875
LS-15003_S86_E1-50,-1.6273406,4.6555934,L6 IT,#A19922,-3.824422441469322
LS-15003_S87_E1-50,1.4797425,15.822527,L6 CT,#2D8CB8,-12.944380290104528
LS-15003_S88_E1-50,-2.1065495,6.161991,L6 IT,#A19922,7.914334155218427
LS-15004_S73_E1-50,-9.80072,9.4260645,L6 IT,#A19922,-14.383091300160933
LS-15004_S74_E1-50,8.436042,-8.319019,L2/3 IT,#94D9A1,24.95429901369021
LS-15004_S75_E1-50,-0.884692,4.24745,L6 IT,#A19922,2.762753497523716
LS-15004_S76_E1-50,1.7980326,15.033826,L6 CT,#2D8CB8,-12.172716863809086
LS-15004_S77_E1-50,0.21600384,5.303104,L6 IT,#A19922,-9.01581526045007
LS-15004_S79_E1-50,-3.2350335,6.7135572,L6 IT,#A19922,4.801126140499979
LS-15006_S49_E1-50,9.021212,-8.748566,L2/3 IT,#94D9A1,12.1564668714908
LS-15006_S50_E1-50,9.883349,-6.9133534,L2/3 IT,#94D9A1,2.1755166851784646
LS-15006_S51_E1-50,10.625067,-7.42096,L2/3 IT,#94D9A1,0.6877652849982379
LS-15006_S52_E1-50,9.603394,-7.83421,L2/3 IT,#94D9A1,10.158511362838114
LS-15006_S53_E1-50,9.326434,-8.690967,L2/3 IT,#94D9A1,7.397415320265706
LS-15006_S55_E1-50,10.919058,-6.1023846,L2/3 IT,#94D9A1,-7.987284101852128
LS-15006_S57_E1-50,10.139931,-8.384878,L2/3 IT,#94D9A1,8.21317534724302
LS-15006_S58_E1-50,10.145556,-5.9612584,L2/3 IT,#94D9A1,-1.8382142182658403
LS-15006_S59_E1-50,9.776313,-8.520066,L2/3 IT,#94D9A1,9.852548233599522
LS-15006_S60_E1-50,9.818064,-9.00716,L2/3 IT,#94D9A1,8.544604122050862
LS-15006_S61_E1-50,9.407537,-7.659126,L2/3 IT,#94D9A1,13.509278497226273
LS-15006_S62_E1-50,9.76135,-7.944212,L2/3 IT,#94D9A1,10.624894518816456
LS-15006_S63_E1-50,9.878678,-8.906735,L2/3 IT,#94D9A1,8.77298075227111
LS-15006_S65_E1-50,11.398833,-8.371773,L2/3 IT,#94D9A1,0.6691860292453073
LS-15006_S66_E1-50,8.733368,-6.1554294,L2/3 IT,#94D9A1,14.292629831823644
LS-15006_S67_E1-50,9.647451,-6.1011496,L2/3 IT,#94D9A1,0.8510755010997585
LS-15006_S68_E1-50,10.195784,-7.166709,L2/3 IT,#94D9A1,0.9665229062161164
LS-15006_S69_E1-50,10.817022,-7.5821013,L2/3 IT,#94D9A1,-2.216463530300659
LS-15006_S70_E1-50,10.847779,-5.9897923,L2/3 IT,#94D9A1,-5.96327726104423
LS-15006_S72_E1-50,8.402051,-7.7235184,L2/3 IT,#94D9A1,18.887779083027134
LS-15006_S73_E1-50,8.30513,-7.8286414,L2/3 IT,#94D9A1,23.387193422411386
LS-15006_S74_E1-50,8.386715,-8.076284,L2/3 IT,#94D9A1,24.3523995691181
LS-15006_S75_E1-50,10.92326,-8.27901,L2/3 IT,#94D9A1,1.94826037027177
LS-15006_S76_E1-50,9.525556,-6.872087,L2/3 IT,#94D9A1,7.06276409177821
LS-15006_S77_E1-50,10.759973,-9.420887,L2/3 IT,#94D9A1,0.7487105874976653
LS-15006_S78_E1-50,9.425666,-6.2675457,L2/3 IT,#94D9A1,0.2998089312478555
LS-15006_S79_E1-50,9.664378,-8.84371,L2/3 IT,#94D9A1,12.64861712384743
