specimen_id,sweep_number,baseline_v,final_v,delta_v,t_10pct,t_90pct,risetime_10pct_90pct
636835010,43,-76.05908,-50.72685,25.332233,1.02238,1.12462,0.10223999999999989
992769223,16,-69.994194,-43.888535,26.10566,0.60172,0.73648,0.13476
896701648,17,-76.44235,-50.88143,25.56092,0.60164,0.70498,0.1033400000000001
962004183,14,-66.58039,-43.739037,22.841354,0.60342,0.73458,0.13116000000000005
929547484,18,-74.72713,-50.534233,24.192894,0.60158,0.6482,0.046619999999999995
963093741,15,-77.161,-52.806362,24.354641,0.60266,0.71632,0.11365999999999998
1054106864,15,-75.23581,-45.013138,30.222672,0.601275,0.65318,0.05190499999999998
973792505,27,-82.81798,-50.21093,32.607048,0.6016,0.66566,0.06406
908948756,14,-81.76315,-52.80326,28.959892,0.60258,0.6845,0.08191999999999999
989164849,17,-75.77342,-39.177105,36.596317,0.60058,0.62638,0.025800000000000045
1000756535,24,-71.901276,-36.04515,35.856125,0.6012,0.73004,0.12884000000000007
992769339,20,-68.2298,-48.865883,19.363914,0.60114,0.721,0.11985999999999997
901334338,29,-74.26106,-55.00516,19.255901,0.60194,0.68614,0.08419999999999994
990348610,18,-77.29817,-56.708977,20.589195,0.60126,0.6457,0.044440000000000035
736499017,13,-76.41614,-55.20094,21.215199,0.60184,0.6723,0.07045999999999997
913773906,16,-75.593636,-51.572067,24.021568,0.60224,0.6834,0.08116000000000001
992441763,17,-77.944496,-55.86387,22.080627,0.60154,0.673,0.07146000000000008
919979431,15,-70.67426,-51.982788,18.691475,0.60284,0.6952,0.09236
1054721489,23,-70.57577,-36.8818,33.693966,0.60141,0.636385,0.03497499999999998
697525735,12,-79.61037,-51.6427,27.967667,1.02282,1.12442,0.10159999999999991
917624301,15,-75.07584,-52.242283,22.83356,0.60256,0.69952,0.09696000000000005
913774081,17,-81.596275,-62.386463,19.209812,0.6023,0.66716,0.06486000000000003
950363664,20,-73.21128,-52.10971,21.10157,0.60164,0.71224,0.11060000000000003
640026162,10,-62.808807,-47.77522,15.033588,1.02244,1.14078,0.11833999999999989
880817724,15,-85.973526,-66.398285,19.575241,0.60108,0.69288,0.0918000000000001
913794676,19,-73.387474,-53.798386,19.589088,0.60156,0.67492,0.07335999999999998
901060224,17,-74.08525,-51.286724,22.798527,0.6017,0.70534,0.10363999999999995
741213831,12,-72.928314,-52.113075,20.815239,0.60218,0.68926,0.08707999999999994
893433491,16,-68.21547,-44.30593,23.909538,0.60302,0.70488,0.10185999999999995
661513942,14,-79.71879,-53.2818,26.436989,1.02224,1.0886,0.06635999999999997
741865175,13,-69.60712,-51.398445,18.208672,0.60336,0.73724,0.13388
889648857,14,-77.47907,-54.270287,23.208786,0.60228,0.69622,0.09393999999999991
965605105,17,-67.5299,-37.85161,29.678291,0.60188,0.74514,0.14326000000000005
915572484,14,-72.539345,-51.984314,20.55503,0.6026,0.71802,0.11541999999999997
990590730,16,-75.22904,-51.726746,23.502296,0.60106,0.65524,0.054180000000000006
919979790,14,-75.58741,-51.46191,24.1255,0.60262,0.68622,0.08360000000000001
990594834,16,-76.60869,-53.117264,23.491425,0.60178,0.67526,0.07347999999999999
990340884,16,-70.46828,-46.795834,23.672443,0.6015,0.66446,0.06296000000000002
1038771988,21,-74.46338,-51.110798,23.352581,0.60182,0.6932,0.09138000000000002
967739190,22,-75.0248,-50.04979,24.975014,0.60268,0.74638,0.14370000000000005
901093205,18,-77.45283,-56.35311,21.099716,0.60164,0.6849,0.08326
818722662,14,-76.987465,-58.043514,18.94395,0.60204,0.6737,0.07165999999999995
917657507,16,-77.66884,-52.27202,25.39682,0.60282,0.71976,0.11693999999999993
922679209,25,-72.9034,-44.273445,28.629951,0.60174,0.67468,0.0729399999999999
717076419,10,-71.761154,-41.214226,30.546928,1.0225,1.1367,0.11420000000000008
969238479,20,-65.567276,-36.705414,28.861862,0.60112,0.75692,0.15580000000000005
896931841,16,-76.2945,-51.45848,24.836021,0.60248,0.72894,0.12646000000000002
882198617,17,-75.63827,-49.336655,26.301613,0.6022,0.68628,0.08408000000000004
926754976,19,-75.21732,-49.38477,25.832554,0.6026,0.70754,0.10493999999999992
966772916,16,-74.18138,-52.876976,21.304405,0.60146,0.67432,0.07286000000000004
965535967,20,-73.24279,-51.498753,21.744038,0.60172,0.66826,0.06653999999999993
934844641,18,-76.59143,-52.727108,23.864323,0.6021,0.68798,0.08588000000000007
919091442,16,-70.15743,-40.94936,29.208073,0.60286,0.67912,0.07626
904059133,21,-76.085,-51.94121,24.143787,0.6017,0.69516,0.09345999999999999
915441937,17,-78.74085,-58.584793,20.15606,0.60342,0.74532,0.14190000000000003
926861604,29,-71.94167,-45.71695,26.224724,0.60282,0.721,0.11817999999999995
934725928,15,-76.50593,-56.95766,19.548267,0.60168,0.70734,0.10565999999999998
915515705,30,-76.12079,-51.498375,24.622414,0.60294,0.66332,0.06037999999999999
841873725,22,-71.946915,-46.708675,25.23824,0.60192,0.82308,0.22116000000000002
697538916,12,-72.75974,-49.875645,22.884098,1.02308,1.15944,0.13636000000000004
1054714226,18,-70.76487,-42.28916,28.475708,0.60079,0.659805,0.05901499999999993
891558275,16,-68.149025,-46.222702,21.926323,0.60296,0.8492,0.2462399999999999
990538130,16,-77.654175,-57.84365,19.810524,0.60166,0.70642,0.10476000000000008
908675487,17,-76.863625,-53.909508,22.954117,0.60146,0.6713,0.06984000000000001
975325599,21,-81.32538,-39.458508,41.86687,0.60156,0.62828,0.026719999999999966
935795108,16,-73.527664,-48.83749,24.690174,0.60316,0.7014,0.09824
971708843,15,-70.234825,-49.50045,20.734375,0.60152,0.6755,0.07397999999999993
916490671,19,-79.89456,-54.104824,25.789738,0.602,0.67074,0.06874000000000002
1044355522,17,-72.45379,-41.166718,31.287071,0.60098,0.64312,0.042140000000000066
901364185,16,-72.17291,-54.01435,18.158562,0.6019,0.68102,0.07911999999999997
741206508,13,-71.51271,-49.65026,21.86245,0.6015,0.70354,0.10204000000000002
963267074,20,-74.203514,-49.171116,25.032398,0.60248,0.71388,0.11139999999999994
1000741385,20,-59.280064,-50.215008,9.065056,0.60222,0.73572,0.13350000000000006
820095539,17,-72.706474,-48.18113,24.525345,0.60136,0.6987,0.09733999999999998
975477315,18,-73.43311,-42.247818,31.185295,0.60358,0.69544,0.09185999999999994
912329296,15,-81.05897,-62.363663,18.695305,0.60246,0.68506,0.0826
911964754,18,-78.62525,-53.30174,25.323513,0.60208,0.74614,0.14406000000000008
917588572,116,-82.09921,-51.609432,30.48978,0.6021,0.67458,0.07247999999999999
640002660,10,-78.7161,-53.90067,24.815434,1.02202,1.11348,0.0914600000000001
743754524,18,-68.44913,-49.90392,18.545208,0.60418,0.83154,0.2273599999999999
740305711,19,-62.78818,-45.096718,17.691463,0.6016,0.72212,0.12051999999999996
847887193,18,-73.86323,-55.570568,18.29266,0.60244,0.69976,0.09732000000000007
965577581,15,-72.449814,-50.273174,22.17664,0.6025,0.7038,0.10129999999999995
1000110992,19,-77.43043,-59.99755,17.432877,0.6034,0.68186,0.07845999999999997
977013731,15,-63.275494,-41.700775,21.574718,0.60184,0.7028,0.10095999999999994
678661149,12,-76.36458,-49.18981,27.174767,1.02232,1.10388,0.08156000000000008
841882659,17,-70.24519,-52.15323,18.091965,0.60236,0.68902,0.08665999999999996
697506892,11,-74.021255,-56.94446,17.076794,1.0226,1.12554,0.10294000000000003
765881445,13,-73.50475,-57.14042,16.364334,0.60242,0.74676,0.14434000000000002
914275457,14,-67.69647,-47.227432,20.46904,0.60224,0.67334,0.07110000000000005
899505310,15,-66.84387,-46.60363,20.240242,0.60224,0.8007,0.19845999999999997
972549288,14,-72.45144,-55.809593,16.641846,0.6023,0.69292,0.09062000000000003
918928552,18,-75.464775,-49.247177,26.217598,0.60174,0.6738,0.0720599999999999
912571573,18,-79.648674,-53.232204,26.41647,0.60172,0.68764,0.08592
1000131771,16,-78.84704,-51.249653,27.597385,0.60252,0.68954,0.0870200000000001
644832461,10,-72.46641,-53.400524,19.065884,1.02256,1.14534,0.12278000000000011
966765795,23,-71.4543,-44.562008,26.892292,0.60382,0.802,0.19818000000000002
910335214,26,-75.976166,-49.416553,26.559612,0.6021,0.68714,0.08504
971517180,16,-79.87116,-59.591354,20.279808,0.60306,0.7021,0.0990399999999999
948366592,15,-71.61309,-48.16196,23.45113,0.60192,0.6482,0.04627999999999999
990240020,18,-69.60099,-46.578384,23.022606,0.6015,0.70766,0.10615999999999992
963009885,14,-77.45915,-54.0639,23.395252,0.60228,0.748,0.14571999999999996
904899939,17,-74.08384,-50.192657,23.891182,0.60284,0.71276,0.1099199999999999
990342517,29,-69.99487,-45.794815,24.200058,0.6018,0.6669,0.06510000000000005
965750161,17,-76.60003,-53.270363,23.329666,0.60428,0.7751,0.17081999999999997
989502887,24,-74.197235,-43.069992,31.127243,0.60348,0.6729,0.06942000000000004
794963377,28,-71.58578,-53.303364,18.282413,0.60212,0.7112,0.10908000000000007
645451222,20,-99.73972,-81.05743,18.682297,1.0211,1.06096,0.03986000000000001
964931038,15,-75.98357,-55.76257,20.220997,0.60138,0.68096,0.07957999999999998
966819294,20,-63.415226,-43.26209,20.153137,0.60192,0.79952,0.1976
990354927,21,-67.35552,-38.21719,29.138332,0.60108,0.66614,0.06506
921574909,13,-70.79283,-49.782173,21.010658,0.60234,0.77366,0.17132000000000003
1000742412,55,-72.17207,-38.26482,33.907253,0.6038,0.66986,0.06606000000000001
1055268377,19,-79.697365,-62.289974,17.40739,0.60209,0.70535,0.10326000000000002
898670132,16,-68.24682,-41.86451,26.382309,0.60104,0.6992,0.09816000000000003
742014521,14,-61.926537,-39.452274,22.474262,0.6016,0.71862,0.11702000000000001
867765823,16,-73.95401,-45.667217,28.286793,0.6022,0.73412,0.13192000000000004
965574215,21,-76.09937,-53.534706,22.564667,0.60224,0.75734,0.15510000000000002
740318831,13,-63.628532,-39.982586,23.645947,0.6016,0.7116,0.10999999999999999
884596365,15,-74.65827,-49.559994,25.098278,0.60202,0.6744,0.07238
922562221,19,-69.77242,-48.813538,20.958885,0.60278,0.70138,0.09860000000000002
901086894,18,-70.43271,-55.686775,14.745934,0.60244,0.7194,0.11696000000000006
912572106,16,-75.153244,-49.454033,25.699211,0.60174,0.68886,0.08711999999999998
992009934,15,-69.92376,-48.57651,21.347248,0.60134,0.73364,0.13229999999999997
904040156,18,-74.5977,-54.064808,20.532894,0.6008,0.68238,0.08157999999999999
975392497,19,-74.20269,-43.389805,30.812885,0.6028,0.6467,0.04390000000000005
899424012,23,-72.32638,-40.724495,31.601883,0.6019,0.70406,0.10216000000000003
971607823,17,-73.69686,-51.640114,22.056747,0.60224,0.69454,0.09230000000000005
921759520,29,-71.34018,-45.646877,25.693302,0.60282,0.70106,0.09824
882302773,15,-71.85186,-50.414337,21.437523,0.60278,0.73878,0.136
815980342,16,-73.457275,-44.283257,29.174019,0.60202,0.73264,0.13061999999999996
987168573,29,-70.70328,-46.57558,24.127697,0.60304,0.6887,0.08565999999999996
972447551,16,-68.886086,-46.49672,22.389366,0.603,0.74154,0.13854
882458442,17,-68.51229,-54.613644,13.898647,0.60284,0.72402,0.12117999999999995
742023028,15,-63.04168,-43.087112,19.954567,0.60148,0.68626,0.08477999999999997
948318130,17,-73.21441,-49.075825,24.138584,0.60174,0.71436,0.11261999999999994
969301940,18,-60.045113,-42.98943,17.055683,0.60366,0.71294,0.10928000000000004
910864371,21,-66.69488,-51.078865,15.616013,0.60226,0.69884,0.09658
