specimen_id,local_and_complete_axon_and_dendrite_umap_embedding_1,local_and_complete_axon_and_dendrite_umap_embedding_2,local_and_complete_axon_only_umap_embedding_1,local_and_complete_axon_only_umap_embedding_2,local_axon_only_umap_embedding_1,local_axon_only_umap_embedding_2
191812_6251-X3178-Y20913_reg.swc,2.7581034,0.72051936,6.347865,9.245303,3.932602,7.92638
191812_6426-X4032-Y23056_reg.swc,2.8936455,0.7514892,6.0168247,10.02419,3.9688156,8.15659
191812_6431-X3967-Y9193_reg.swc,2.6521723,0.64827603,5.7405295,9.281795,3.7395325,8.410976
191812_6463-X3826-Y9703_reg.swc,2.6908743,0.9971734,5.7947683,10.570948,3.6723924,8.001866
191812_6476-X3744-Y9656_reg.swc,2.4525497,-0.0048333337,5.8216853,7.0759535,2.1308467,3.6338117
191812_6477-X4010-Y9201_reg.swc,2.6518743,0.98168015,5.8149877,10.379278,3.598162,8.26779
191812_6568-X3828-Y8764_reg.swc,2.9599583,-2.5649078,6.103395,5.319079,2.5272884,5.1851587
191812_6779-X4640-Y7603_reg.swc,2.8597386,0.82964754,5.8805165,9.385377,3.6642437,8.153739
191812_6895-X3630-Y9992_reg.swc,2.893668,-1.9185965,6.117929,5.7043943,2.7119844,5.4407897
191812_7148-X3864-Y9658_reg.swc,2.586874,-0.48110184,6.34547,8.148766,3.1781313,7.106316
191812_7255-X5228-Y7090_reg.swc,2.4193823,0.062504046,5.857854,7.1025357,2.2091475,3.5642147
191812_7321-X4084-Y22812_reg.swc,2.529969,-0.29023218,6.316268,8.080361,3.4636369,7.059873
191812_7379-X5715-Y24777_reg.swc,3.1313448,0.9321715,5.898723,9.595833,3.6463525,8.042111
191812_7414-X5193-Y24236_reg.swc,2.5282068,0.46793666,6.2632194,8.64687,3.537692,7.352621
191812_7460-X2919-Y19536_reg.swc,2.73687,-0.51638263,6.264225,7.9971566,3.5001783,6.9421473
191812_7487-X5132-Y7313_reg.swc,2.844373,-1.4701581,4.970489,6.1314116,2.438367,5.2757683
191812_7534-X5622-Y24592_reg.swc,3.1786125,1.0634426,5.85584,10.039363,3.9602985,8.113392
191812_7586-X4315-Y23900_reg.swc,2.5132256,-4.318017,4.58978,5.114565,3.6832263,3.7997844
191812_7597-X5133-Y23993_reg.swc,3.2051058,0.6919612,6.095422,9.383052,3.8342888,7.6970983
191812_7717-X6201-Y6443_reg.swc,3.1810365,0.19726384,6.331928,9.257222,4.114367,7.5022745
191812_7881-X7006-Y5915_reg.swc,3.2757473,0.64309627,6.2446294,9.634206,4.266745,7.5260396
191812_7886-X4342-Y22754_reg.swc,2.918019,-2.1612637,6.2182407,5.4236655,2.5304508,5.258035
191812_7938-X6892-Y25312_reg.swc,3.3666139,0.35759503,6.308837,9.764443,4.1005173,7.2754374
191812_7977-X5136-Y23324_reg.swc,3.2216609,0.69177794,6.1631503,9.70592,3.9796956,7.870343
191812_7998-X5408-Y23691_reg.swc,3.2110157,0.464436,6.238889,9.64254,4.1066895,7.3473496
191812_8013-X7581-Y5690_reg.swc,3.0786881,0.10492799,6.728194,9.094963,3.130196,7.6350994
191812_8096-X5297-Y8332_reg.swc,2.891448,-0.38313887,6.008969,8.298579,3.8225327,7.1637273
191812_8172-X4789-Y8339_reg.swc,2.4681127,-3.164238,5.730661,6.8725405,2.2092874,3.5182416
191812_8233-X6397-Y7234_reg.swc,3.082121,1.1627575,5.9200196,10.201715,3.4687448,8.137592
191812_8235-X5804-Y7784_reg.swc,3.1259,0.6583158,4.340502,6.3334546,3.8862605,3.7426019
191812_8356-X5861-Y7841_reg.swc,2.5856183,-4.418237,4.181353,6.04274,3.7867844,3.7321954
191813_6154-X4714-Y9350_reg.swc,2.883704,0.693797,5.795753,9.587464,3.6303766,8.535801
191813_6215-X5154-Y8328_reg.swc,2.875484,0.7391832,5.8491793,9.39303,4.0434337,8.441164
191813_6524-X2579-Y18950_reg.swc,2.9210417,0.38824692,5.9131856,9.060198,4.0385847,8.53603
191813_6588-X2661-Y18498_reg.swc,2.7313907,0.30827624,6.0151772,9.05308,3.9218643,8.460823
191813_6745-X2825-Y19481_reg.swc,0.18588042,-1.87746,3.8837757,10.023953,9.329348,7.468704
191813_6829-x5209-y8545_reg.swc,2.4833667,0.21039008,6.227148,8.633696,3.5176885,7.369948
191813_6871-x5237-y8478_reg.swc,2.6851823,-0.0077030063,6.106211,8.473902,3.6165147,7.30182
191813_6879-X2723-Y19955_reg.swc,2.6227655,0.95603013,5.692505,9.9332485,3.4252827,8.56643
191813_7160-x2719-y18910_reg.swc,2.893458,-1.6963315,6.0908017,6.035019,3.318576,6.718586
191813_7214-X4724-Y9812_reg.swc,2.8333197,0.08279575,6.1224136,8.706131,4.01737,7.4897785
191813_7224-X2864-Y17670_reg.swc,2.7790413,0.12805632,5.9622345,8.852422,3.9899492,8.355746
192337_6620-X4736-Y30611_reg.swc,0.12255048,-1.9275072,3.615756,10.079005,9.550772,7.537767
192337_6764-X4864-Y14655_reg.swc,-0.0596774,-1.7752689,3.6534362,10.14056,9.481072,7.2950115
192337_7344-X3850-Y25781_reg.swc,-0.23854724,-1.7562246,3.1575155,10.1099825,9.573175,7.2177916
192337_7585-X7231-Y9932_reg.swc,-0.16276327,-1.4585323,3.5166397,10.243607,9.626858,7.502413
192337_7659-X5929-Y12351_reg.swc,-0.15638404,-1.458143,3.3555484,10.059658,9.793303,7.6317153
192339_6660-X3904-Y20076_reg.swc,-0.2563339,-1.3761871,3.4162798,10.332119,9.752167,7.481102
192339_6826-X4163-Y21198_reg.swc,-0.35195696,-1.6721315,3.08068,10.105355,9.547829,7.212915
192339_6840-X3817-Y19709_reg.swc,-0.014771068,-1.8104837,3.187307,10.152901,9.488281,7.1705704
192339_7392-X6785-Y6440_reg.swc,10.001489,-9.025411,7.6669097,1.9332764,5.23859,10.580428
192340_6224-X4867-Y27176_reg.swc,-0.05556978,-1.4147928,3.5420084,10.271102,9.678763,7.5871572
192340_6365-X5976-Y13673_reg.swc,0.0386275,-1.8401475,3.4201138,10.145696,9.772384,7.5648603
192341_6482-X3479-Y8069_reg.swc,0.1452612,-1.7579895,3.4002109,10.166483,9.554275,7.323934
192341_6527-X4499-Y23282_reg.swc,-0.050046254,-1.573469,3.416076,10.118479,9.432168,7.339587
192341_7115-X3118-Y9770_reg.swc,-0.16848359,-1.5556562,3.3604653,10.177766,9.759896,7.5671453
192341_7303-X4923-Y6376_reg.swc,-0.23884115,-1.509096,3.6902332,10.049314,9.530165,7.6121836
192342_6838-X4850-Y2371_reg.swc,3.0114658,-1.9611402,5.562301,5.4235554,3.2175863,4.9855304
192342_6941-X3482-Y21640_reg.swc,3.2072723,-3.0527418,5.1370006,5.185906,4.0769987,4.0058184
192342_8032-X5502-Y5809_reg.swc,3.3367145,1.0065765,6.2069626,10.107948,3.8916667,7.266187
192342_8141-X6037-Y23548_reg.swc,3.3612025,1.1201966,6.070815,10.306218,3.0995653,7.889866
192343_5742-X3633-Y12817_reg.swc,2.105858,-4.107146,4.437859,5.459769,3.8780532,3.5739155
192343_6777-X4052-Y23666_reg.swc,2.8654501,-1.9152029,6.0702333,4.9339175,2.821195,5.8286414
192343_7174-X3824-Y23571_reg.swc,3.0453727,-2.0298543,5.1274667,6.01777,2.9187264,5.332362
192343_7524-X5744-Y25593_reg.swc,3.2915895,1.0658665,6.091972,10.2164755,3.8101664,8.18161
192343_7862-X5206-Y6520_reg.swc,2.8787975,-2.6577404,6.0784097,5.4765396,2.422581,5.1939797
194065_6750-X3779-Y21393_reg.swc,2.7613995,-3.515465,5.1924515,4.7183733,3.34696,3.0490823
194065_7154-X2800-Y12603_reg.swc,2.5390265,-3.0494044,5.8307705,6.9268866,2.2377996,3.6064458
194069_7629-X6739-Y7566_reg.swc,4.098606,2.3784568,6.3262753,4.4175777,2.0301814,7.1958156
194079_7452-X4416-Y23624_reg.swc,3.2233384,1.307141,6.167909,10.587591,4.1810226,7.2756996
194083_6472-X2866-Y11440_reg.swc,4.0543733,2.371911,6.2290444,4.688404,1.1420851,7.987656
201603_6288-X7138-Y5937_reg.swc,-0.25432545,-1.5995882,3.3011427,10.262393,9.6703825,7.4189386
211541_6809-X4199-Y14576_reg.swc,2.8976142,0.19260229,6.0756316,9.040579,3.1853516,7.972306
211541_7198-X4422-Y13840_reg.swc,1.2598032,-1.2108872,4.52771,9.944661,8.877363,7.32527
211541_7397-X6860-Y15587_reg.swc,3.1028206,-0.9117494,4.543425,9.413678,1.1886886,6.919003
211541_7408-X19719-Y16313_reg.swc,3.154441,-1.8190749,6.0393066,5.692179,2.912884,5.3810096
211541_7867-X20439-Y14832_reg.swc,1.197443,-1.3174587,4.121654,9.953827,9.16105,7.4917603
220307_6913-X8802-Y21284_reg.swc,3.4805486,1.9761665,6.0131893,10.680506,2.0798998,7.034548
220307_7116-X8416-Y21177_reg.swc,3.1199436,1.2714366,6.0134077,10.288703,2.3111634,7.0592604
220307_7390-X9129-Y21344_reg.swc,3.3863175,2.032194,6.0789537,10.331041,3.971727,7.24884
220308_6541-X9681-Y17291_reg.swc,3.2452726,-0.9334372,6.4134955,6.1204696,2.081335,5.6987696
220308_6638-X10400-Y17315_reg.swc,3.4818208,1.9432418,5.6396,9.501257,2.0418172,7.0279684
220308_6723-X23664-Y14930_reg.swc,3.213184,1.6889824,6.057636,10.685492,1.9734623,7.176273
220308_6761-X10353-Y16971_reg.swc,0.097281754,-1.6753633,3.378119,10.158497,9.75323,7.550035
220308_7065-X21542-Y16233_reg.swc,3.2279868,-0.69949836,5.5856476,8.991516,1.8784858,6.845974
220308_7209-X6269-Y16507_reg.swc,3.1207595,-2.1633403,5.5329313,5.3448143,3.3171444,4.716292
220308_7775-X8240-Y16877_reg.swc,3.2345605,-1.376897,6.340076,5.736171,2.1734455,5.5200596
220309_6744-X9496-Y18547_reg.swc,3.207174,-3.2014773,4.7500057,5.16269,3.3494809,3.89391
220315_6442-X7542-Y17434_reg.swc,1.8432918,-0.9980117,5.85467,8.886411,4.1197634,8.291536
