specimen_id,x,y
962105846,3.7507484,3.0289862
962261526,1.293786,0.80441475
962355052,3.3428817,0.060045473
962821095,3.0205593,0.9638812
963019667,2.5441532,-0.15971471
963063283,3.2428524,1.1959358
965535967,5.381081,3.1447062
965591192,0.5500959,3.3352032
965771797,6.49184,4.889192
966473885,7.3674603,5.2773814
966819173,3.8901997,3.5261562
966819294,5.0300756,5.640935
969200089,6.361537,5.4109554
969301940,5.8257627,4.9621043
970078299,2.9379058,4.463872
970079895,4.8031845,5.747023
970080520,6.4456425,7.633859
970683578,4.528847,3.7460063
971517180,3.4596868,4.9157286
971546167,3.511021,9.824955
971586225,4.6718245,2.9986277
971647853,3.533109,4.313707
971708843,5.569505,5.9403276
972447551,5.5463147,3.5862253
973384481,3.1190665,10.184009
973792505,1.2019727,3.2913227
973832650,0.9323426,3.0945797
975325599,-0.37078682,3.0879266
975392497,-0.4304488,3.481706
975429194,4.8610806,11.573792
975477315,0.77553666,3.3336637
977029946,3.9917328,5.358805
978607419,1.5346725,3.910012
982542941,4.648099,5.4115405
982558622,-0.56262296,3.1405303
982582806,1.9738761,4.0765023
982658324,2.1129866,4.6097817
983928133,5.0444345,3.45013
983936858,6.2525415,7.8719482
983975050,0.56401676,4.079352
984034203,6.229371,3.333031
984056604,6.474223,3.9189012
984104151,6.0271955,4.2012944
985869192,7.593197,5.397885
986895113,2.587223,4.077042
988957754,1.4754671,3.7671638
989163765,3.7712831,10.930662
989164849,0.9237588,3.3706205
989351643,1.6974258,4.029612
989369441,4.4402223,4.840994
989479628,-0.067184225,3.155035
989502887,0.18490785,3.8486416
990213121,5.807352,10.732769
990229295,3.6096091,11.261991
990236615,5.610507,10.01516
990350059,4.582908,11.848951
990354179,4.2654943,10.974576
990548306,3.9878366,3.2582326
990606480,3.8074164,4.8957186
992021164,5.013255,12.021801
992219189,2.6826088,6.9405465
992394456,3.7741401,7.029038
992408868,5.5650296,6.5163813
992441763,3.6780427,4.4963665
998064533,4.0520296,10.851386
1000110992,-0.572551,3.3588548
1000612469,0.42481267,3.2703927
1000625161,1.6533247,2.9237914
1006380866,2.3751097,4.196681
1006389773,1.041386,4.001641
1010677295,3.3053384,3.7965887
1010692386,2.814145,3.8314018
1010970495,6.723006,4.966294
1010970692,2.8562937,3.4486697
1010976652,3.6687376,3.724479
1034933680,1.0912148,3.8837996
1035970888,1.1226584,4.1403184
1035989877,2.892496,4.722473
1036061965,6.910751,4.0357766
1036186120,2.8211985,4.0979915
1036259470,2.6031299,4.180719
1039243792,0.8774768,3.7016437
1039273993,5.9946227,4.2409387
1039503078,2.198249,3.7911296
1043809804,2.4860065,3.9379
