specimen_id,dataset,combined_umap_embedding_1,combined_umap_embedding_2
986895113,ivscc,6.623052,2.0449774
681419547,ivscc,5.978254,5.0809503
984056604,ivscc,10.308152,3.366403
820060969,ivscc,8.610079,3.8871672
639910703,ivscc,4.079249,1.8264011
990229295,ivscc,5.592644,8.987716
833872706,ivscc,6.301448,7.253169
823083861,ivscc,6.3223166,8.719788
896619350,ivscc,8.981218,3.681764
947344218,ivscc,3.0637743,1.7922708
851542876,ivscc,9.447574,3.5921438
681939807,ivscc,4.7359605,4.628996
902140767,ivscc,9.096577,2.7961783
646177634,ivscc,7.1035485,4.5711603
705839974,ivscc,1.6981156,2.236835
901440363,ivscc,5.404178,8.687337
837673842,ivscc,8.112632,2.6328099
1035989877,ivscc,7.189241,1.4287865
910287738,ivscc,10.361731,4.1156144
698676093,ivscc,7.0812216,4.6164536
827638657,ivscc,5.161236,7.737419
925242241,ivscc,3.2940497,1.0904312
612410245,ivscc,8.512664,2.3043072
948302732,ivscc,6.629902,8.133948
963019667,ivscc,1.7299868,2.0451696
650331035,ivscc,6.3366523,0.85461885
603902877,ivscc,5.8055553,4.8069873
681554845,ivscc,4.5198975,4.251785
740410280,ivscc,6.3109517,0.7859746
863404974,ivscc,9.49949,3.6874409
829305793,ivscc,5.213364,8.246988
948126701,ivscc,2.4330037,2.6213553
990213121,ivscc,6.584408,8.3709545
1000625161,ivscc,5.7760277,0.6910239
698700813,ivscc,7.836292,2.4157286
910287886,ivscc,8.684351,2.9150734
941552661,ivscc,10.455723,3.7852454
880772136,ivscc,5.290123,9.3236265
652960852,ivscc,6.751844,7.8597255
740373591,ivscc,2.9568312,1.1175162
989369441,ivscc,8.577677,2.803214
889271408,ivscc,1.773072,2.5010674
947496055,ivscc,2.230052,2.3196654
695440507,ivscc,6.826526,8.133851
983975050,ivscc,6.6537237,1.2340729
948429967,ivscc,4.1892385,2.7395127
990606480,ivscc,7.528274,2.5465822
644818070,ivscc,7.7768674,4.457051
902284440,ivscc,9.824272,3.732118
673387671,ivscc,8.300155,3.3590631
698668188,ivscc,7.0481176,4.6828876
864068767,ivscc,8.818027,2.8071277
901424290,ivscc,4.7296243,5.3473086
970683578,ivscc,8.244804,2.8028
792687812,ivscc,4.1230702,2.5061872
680973517,ivscc,4.0266514,2.6038494
914412754,ivscc,2.4877818,1.6801267
959190247,ivscc,6.802821,4.5191665
643798256,ivscc,3.497795,2.5270844
863483123,ivscc,5.557824,1.2155538
948360440,ivscc,5.852234,7.7614465
973792505,ivscc,5.986116,0.61034125
603337985,ivscc,4.8153043,2.1978812
640111874,ivscc,3.9792876,2.3426127
904832267,ivscc,2.1984215,1.7472433
961238285,ivscc,7.1441207,4.6451054
945796367,ivscc,6.6405673,8.873538
612402470,ivscc,4.877616,4.999462
992408868,ivscc,8.556723,3.4902663
989164849,ivscc,5.9844446,0.6125233
916620597,ivscc,7.1074247,8.798796
952669499,ivscc,2.3306198,2.0763252
961238333,ivscc,8.519047,2.2907698
736499017,ivscc,7.9679427,2.7316046
887207252,ivscc,5.146443,5.3856444
912868696,ivscc,2.105875,1.7184789
914265453,ivscc,7.0251784,2.3118155
717313398,ivscc,4.0996337,1.8966796
644953476,ivscc,9.174362,2.9451594
645834123,ivscc,8.2256365,3.8415341
913716620,ivscc,5.0311823,8.757331
603481505,ivscc,6.692168,7.723685
992441763,ivscc,7.7806416,2.295363
695424422,ivscc,6.1920433,7.109801
919979431,ivscc,7.871053,2.8356454
716596648,ivscc,4.6998286,5.118142
916473265,ivscc,6.7058053,8.282908
1034933680,ivscc,6.496867,1.2224212
642999751,ivscc,6.179627,8.29197
950265290,ivscc,5.22131,7.691294
919102928,ivscc,3.0741136,1.3150611
913765840,ivscc,7.1036944,5.671524
961226203,ivscc,6.725229,4.5676227
851580386,ivscc,9.47053,3.913947
697525735,ivscc,8.460883,2.5352437
922613228,ivscc,2.5111775,1.6202095
917624301,ivscc,7.7683845,2.7964334
945063428,ivscc,6.85539,8.407842
1043809804,ivscc,7.325636,1.7134435
702023186,ivscc,5.0950537,7.7343483
982582806,ivscc,6.508022,1.884845
863450651,ivscc,10.335052,4.0811768
645453340,ivscc,4.9167757,5.4349394
954066469,ivscc,1.8323272,2.0722175
645379626,ivscc,8.791697,4.348265
1010677295,ivscc,7.624179,2.1731033
640026162,ivscc,6.2328315,0.12004017
961230415,ivscc,7.3273134,4.4360757
945833568,ivscc,8.501,3.0664375
912889454,ivscc,2.9402685,1.1380016
891594369,ivscc,3.4690633,2.3800795
912340608,ivscc,2.2942507,1.6247205
741213831,ivscc,7.3597183,1.9497921
898881170,ivscc,1.906857,2.4343994
912918179,ivscc,2.9202077,1.1650287
940783281,ivscc,7.178173,8.916533
897009330,ivscc,6.586875,9.074096
661513942,ivscc,8.588116,3.337335
903853784,ivscc,10.285282,4.0733733
829298408,ivscc,5.271537,7.3307824
610440978,ivscc,3.6611025,1.1705776
811341605,ivscc,9.641013,2.811388
904935208,ivscc,9.415243,2.9334393
907429679,ivscc,6.224219,7.256302
733620016,ivscc,8.352543,3.1696153
1006380866,ivscc,7.247394,1.5266366
637380444,ivscc,6.054188,6.5759087
882763615,ivscc,5.285256,8.055832
906532711,ivscc,7.811573,4.1679773
724539260,ivscc,8.989491,2.5244436
942307202,ivscc,9.543448,2.6245778
656721795,ivscc,5.5775437,5.433715
1010976652,ivscc,7.4740252,2.206221
942421907,ivscc,9.429883,2.9447336
716793760,ivscc,6.179683,0.35097587
917657507,ivscc,6.2372723,0.18921818
605493156,ivscc,5.3558893,8.718696
645453746,ivscc,4.488353,5.3711615
652789704,ivscc,4.5177765,4.38451
863418322,ivscc,10.513891,3.7424178
645363692,ivscc,5.795534,9.161679
886474771,ivscc,9.945413,3.7895777
645834778,ivscc,5.5869384,6.69945
644933664,ivscc,2.0211349,1.5425806
661481525,ivscc,2.7440276,1.3770103
882198617,ivscc,7.7296047,2.027011
970078299,ivscc,7.3437133,1.3592353
825436260,ivscc,4.805579,5.3025513
645449840,ivscc,6.184192,7.810814
640006296,ivscc,1.8507497,1.9054273
847902873,ivscc,5.544175,5.3688416
966473885,ivscc,10.419596,3.395844
742717602,ivscc,8.99996,2.5058184
965535967,ivscc,9.032082,3.214726
934844641,ivscc,7.9243107,4.303006
712153315,ivscc,6.7845054,4.6173787
644827374,ivscc,6.518156,9.249022
919091442,ivscc,8.204806,2.8835146
653195521,ivscc,9.890539,3.4094899
915441937,ivscc,7.653081,2.5169725
681400617,ivscc,6.219406,8.131676
904948028,ivscc,9.659237,2.9884262
893401406,ivscc,8.275969,3.815756
1035970888,ivscc,6.619458,1.385867
697538916,ivscc,7.721442,2.0960567
681912683,ivscc,5.24329,7.171677
891558275,ivscc,7.5573516,3.2946053
652544407,ivscc,6.0922484,9.127176
908675487,ivscc,8.582212,3.9069624
975325599,ivscc,6.121809,0.0322352
910375338,ivscc,1.6275034,2.509393
961104301,ivscc,6.0761724,5.587077
971708843,ivscc,8.554524,4.003495
916490671,ivscc,6.1554537,0.6551634
908855729,ivscc,9.168166,4.0412908
895740352,ivscc,5.4916987,9.075542
827873742,ivscc,6.2490435,8.539146
826780116,ivscc,5.125201,9.0277
741206508,ivscc,8.462868,3.5435376
904690163,ivscc,9.797418,2.8002539
880871943,ivscc,6.059172,9.472627
1006389773,ivscc,6.7955084,1.1659476
1039243792,ivscc,5.7506375,0.89144737
825002523,ivscc,3.3794427,2.798153
828885535,ivscc,6.235392,8.910059
610400799,ivscc,6.25497,0.18266006
975477315,ivscc,6.0037484,0.41475978
912329296,ivscc,8.668875,2.3603606
926866005,ivscc,2.9131818,1.2695882
917588572,ivscc,7.898595,3.287803
982542941,ivscc,6.5826545,1.8823329
604527243,ivscc,5.275447,4.633297
904862358,ivscc,2.03769,1.8409688
827968165,ivscc,6.726148,8.45257
992021164,ivscc,6.614446,8.877195
971586225,ivscc,8.056938,3.7594683
644864693,ivscc,7.399259,4.8391066
637414095,ivscc,5.575513,5.6217504
895580896,ivscc,6.8069854,8.515238
990350059,ivscc,5.781278,8.5973
673643261,ivscc,5.1143026,5.4659314
990354179,ivscc,5.822788,8.395801
681937682,ivscc,4.239697,4.837018
973384481,ivscc,4.9841967,7.8194466
740305711,ivscc,8.700557,2.9710028
895548208,ivscc,7.667249,4.1985097
977029946,ivscc,7.3217444,2.356146
742734652,ivscc,5.436255,7.3082404
681405248,ivscc,6.506257,8.851713
895740736,ivscc,2.2962928,2.2525442
867650384,ivscc,3.084563,1.0542672
644836206,ivscc,5.8676953,8.535031
971647853,ivscc,7.6988287,2.604656
823024502,ivscc,5.716159,8.427017
961846146,ivscc,9.826263,3.9636643
985869192,ivscc,10.539119,3.803831
638806925,ivscc,6.0046906,4.8114724
904731534,ivscc,9.054303,4.3204827
1000110992,ivscc,6.175822,0.051979322
984034203,ivscc,8.781206,3.5590103
712145820,ivscc,6.597164,4.714579
645807027,ivscc,6.7857,7.4035726
701074357,ivscc,7.0701356,4.594151
935046071,ivscc,3.092835,1.0828398
824990654,ivscc,4.2882247,2.9241717
895609799,ivscc,1.8397526,2.3709366
651041745,ivscc,5.8058043,5.008407
701074400,ivscc,6.90609,4.522691
962821095,ivscc,1.9091108,2.4510264
915479566,ivscc,2.3435378,1.5751823
811375643,ivscc,10.233056,3.2654567
898559010,ivscc,2.7385778,1.6805046
841882659,ivscc,7.6753893,2.973727
932678695,ivscc,10.0033,3.8596766
680954928,ivscc,5.2975264,1.2467872
642763833,ivscc,5.175514,4.641497
988957754,ivscc,6.800664,1.4631326
839584863,ivscc,6.613619,1.3685112
765881445,ivscc,9.066771,3.5235791
841817193,ivscc,10.262217,4.1383753
912063608,ivscc,9.179734,3.9590242
828894369,ivscc,5.606333,6.5164886
927833265,ivscc,1.6632986,2.298111
914250949,ivscc,10.560529,3.7712464
826830025,ivscc,4.9673204,8.083401
644832461,ivscc,7.5075946,2.669808
645913812,ivscc,6.4527125,8.05996
992394456,ivscc,5.1586356,5.339608
824937690,ivscc,3.020402,2.3383906
971517180,ivscc,7.568335,2.5140424
948366592,ivscc,7.39295,2.687321
1036061965,ivscc,10.328462,3.317994
639827216,ivscc,6.9004264,4.768654
982658324,ivscc,7.1984725,1.7552714
978607419,ivscc,6.5130563,1.1655432
983928133,ivscc,9.085603,3.143888
966819173,ivscc,7.843229,2.8688605
603229579,ivscc,5.546148,7.8971534
907337101,ivscc,9.425297,2.5599008
841866643,ivscc,6.4111295,8.429176
648093076,ivscc,5.3293395,5.1677375
764497316,ivscc,7.1565375,1.4681602
989502887,ivscc,5.8757443,0.52484536
794963377,ivscc,9.573346,3.1185918
828890584,ivscc,6.0302567,6.070409
811355609,ivscc,9.118876,2.2904215
902000094,ivscc,9.873262,4.2046666
966819294,ivscc,8.42816,3.8323257
912301547,ivscc,2.965085,1.1690197
963063283,ivscc,2.1092448,2.6677675
841854478,ivscc,6.523482,8.943089
698658322,ivscc,6.7156897,1.8466189
681639459,ivscc,5.3008447,7.3752184
929533489,ivscc,2.583587,1.5318308
936001075,ivscc,1.9873041,1.6522098
971546167,ivscc,5.2034216,7.571765
907460164,ivscc,10.315897,4.0254908
975429194,ivscc,6.2406664,8.575967
652959315,ivscc,4.799587,5.4449935
740318831,ivscc,9.386629,3.3938158
711573106,ivscc,5.559324,6.1641293
907357811,ivscc,9.419618,3.659709
604098167,ivscc,6.2493024,7.7997127
827903615,ivscc,6.6563916,8.300635
701075085,ivscc,8.302282,2.6645076
884596365,ivscc,8.89368,3.6553926
601628311,ivscc,7.154193,5.4109955
970079895,ivscc,7.342201,2.3043268
922562221,ivscc,8.938264,3.5664177
903814839,ivscc,9.016954,2.5212495
850968263,ivscc,8.312679,3.651402
989351643,ivscc,6.6707935,1.4233106
1039503078,ivscc,6.8709702,2.038002
935214823,ivscc,9.442263,3.7357254
975392497,ivscc,6.1296844,0.019279912
899424012,ivscc,9.1736,3.0225232
899452696,ivscc,7.225046,5.3792396
899583778,ivscc,2.4441195,2.435018
972447551,ivscc,9.669431,3.2976673
824909637,ivscc,2.2289534,2.157418
903831367,ivscc,10.268883,3.6560552
908894026,ivscc,9.795158,3.7555382
983936858,ivscc,6.8748817,4.6491284
929406809,ivscc,8.927228,2.6325414
962355052,ivscc,1.6424776,2.5392113
742023028,ivscc,7.321694,5.2361865
1010970495,ivscc,8.874558,4.1236134
924610453,ivscc,2.166103,2.1845548
950075297,ivscc,1.9935857,2.272173
948318130,ivscc,7.334337,2.7546458
969301940,ivscc,8.790907,3.6133254
829296573,ivscc,5.6072,6.098311
990236615,ivscc,7.1601076,7.719588
958619600,ivscc,6.8019886,4.5494776
864030679,ivscc,9.265306,3.3700323
706461666,ivscc,1.8152535,2.0668256
826765287,ivscc,6.191529,0.37408605
628756464,ivscc,5.3204327,5.2588563
643002356,ivscc,5.630991,8.20544
902029302,ivscc,8.91969,2.9771643
831254527,ivscc,10.009235,3.6821208
