"","x"
"1347","Igfbp3"
"1348","3632454L22Rik"
"1349","Gm31308"
"1350","Tmem132e"
"1351","0610040J01Rik"
"1352","Amotl1"
"1353","Gm29514"
"1354","Kcnj2"
"1355","LOC102640573"
"1356","Pstpip2"
"1357","4931414P19Rik"
"1358","Ptprz1"
"1359","Kank4"
"1360","Tspan2"
"1361","Sgcd"
"1362","Cdh24"
"1363","2900041M22Rik"
"1364","Nhs"
"1365","F730043M19Rik"
"1366","E130114P18Rik"
"1367","Fam159b"
"1368","Fgf13"
"1369","Tnfaip3"
"1370","9330158H04Rik"
"1371","Adam33"
"1372","Dynlt1b"
"1373","Nrp2"
"1374","Cyp11a1"
"1375","Rara"
"1376","Rasa4"
"1377","Cntn3"
"1378","Isoc1"
"1379","Gm32710"
"1380","Nt5c1a"
"1381","Dpyd"
"1382","Mitf"
"1383","Irf8"
"1384","Prkd1"
"1385","Etv6"
"1386","Gm35355"
"1387","Rnf128"
"1388","Gm10432"
"1389","Lamc1"
"1390","Gadd45b"
"1391","Nwd2"
"1392","Mpped2"
"1393","Thbs2"
"1394","Trmt2b"
"1395","Tmtc1"
"1396","Fkbp9"
"1397","Lipa"
"1398","Ptger3"
