"","log2Gene","ME4 Habp4"
"LS-14692_S15_E1-50",-0.0452230360484727,-14.1484299662408
"LS-14692_S16_E1-50",0.273597627551414,-9.41331668326681
"LS-14692_S17_E1-50",0.151956399843236,-10.0128001862064
"LS-14692_S18_E1-50",-0.0685143238959061,-14.6908974440143
"LS-14692_S19_E1-50",0.0624730173998529,-8.7125898231175
"LS-14692_S20_E1-50",0.217958336121809,-8.73157047603505
"LS-14692_S21_E1-50",0.126347133819447,-7.29169766253334
"LS-14692_S22_E1-50",-0.788079594058853,-15.8444342700317
"LS-14692_S23_E1-50",-0.285926531060868,-13.289475261618
"LS-14692_S24_E1-50",-0.0613625182430084,-11.4648618891802
"LS-14692_S33_E1-50",-0.283844118688796,-11.2486163140392
"LS-14692_S34_E1-50",-0.227524730026561,-10.6698254406896
"LS-14692_S35_E1-50",-0.164865620008314,-10.0456681547737
"LS-14692_S36_E1-50",0.0340413517121494,-8.76685818804654
"LS-14692_S37_E1-50",0.0244942550119127,-6.67909589754425
"LS-14692_S38_E1-50",0.183454552677929,-6.42761988013785
"LS-14692_S39_E1-50",0.0681905503806775,-5.68915694914454
"LS-14692_S40_E1-50",0.248781976460975,-9.17541477014987
"LS-14692_S41_E1-50",0.0882665319629243,-9.04533969181687
"LS-14692_S43_E1-50",0.0704712340729508,-10.5486178766806
"LS-14692_S44_E1-50",0.0659062555613961,-9.14698952554146
"LS-14692_S45_E1-50",0.204671038587625,-9.89326289887671
"LS-14692_S46_E1-50",0.0835963089656069,-9.40733585495519
"LS-14692_S47_E1-50",-0.0343294155970835,-9.70437624067295
"LS-14692_S48_E1-50",0.170755488871762,-13.5082608704995
"LS-14692_S49_E1-50",0.199470525573762,-6.23677359487212
"LS-14692_S50_E1-50",0.187812924260312,-4.54236214939171
"LS-14692_S51_E1-50",-0.0916413019447884,-16.0067075139238
"LS-14692_S52_E1-50",0.395423813883999,-8.01041254739984
"LS-14692_S53_E1-50",0.0064000871775125,-12.2888539844451
"LS-14692_S54_E1-50",-0.0784063064571363,-9.35467088323193
"LS-14692_S55_E1-50",0.131349440413974,-6.14844432391535
"LS-14692_S56_E1-50",0.33748818135035,-7.34711591398223
"LS-14692_S57_E1-50",0.364026798319751,-4.49598363800267
"LS-14692_S58_E1-50",-0.12928377346952,-7.38270683388935
"LS-14692_S59_E1-50",0.121798762798104,-7.98625486197261
"LS-14692_S60_E1-50",-0.12872303172214,-12.8634843165914
"LS-14692_S61_E1-50",0.224556373623535,-5.7319162225391
"LS-14692_S62_E1-50",0.144553201861537,-9.02486650734833
"LS-14692_S63_E1-50",-0.12872303172214,-11.3277199785395
"LS-14692_S64_E1-50",0.313893928387401,-10.5499458213475
"LS-14692_S65_E1-50",-0.0688728465222272,-10.7258257793557
"LS-14692_S66_E1-50",-0.214574953421966,-9.63443736860063
"LS-14692_S67_E1-50",0.121013109540716,-6.52301268553695
"LS-14692_S68_E1-50",0.0657429531625695,-7.74687989040534
"LS-14692_S69_E1-50",0.251368997550289,-11.3925396171517
"LS-14692_S70_E1-50",-0.16256802954385,-11.2190418553344
"LS-14692_S71_E1-50",0.225287629678975,-8.77764815216275
"LS-14692_S72_E1-50",0.128225031957538,-6.02146138105361
"LS-14692_S73_E1-50",0.196042809903117,-4.71233810174511
"LS-14692_S74_E1-50",0.110602188274132,-8.8581785708047
"LS-14692_S75_E1-50",0.142851271753734,-6.85372219604714
"LS-14692_S76_E1-50",0.312242932547228,-4.87975693425651
"LS-14692_S77_E1-50",0.181345789452985,-7.67508547359783
"LS-14692_S78_E1-50",-0.163907845930192,-11.3760854202367
"LS-14692_S79_E1-50",0.130412828149382,-7.05673728749405
"LS-14692_S80_E1-50",0.316504147237499,-5.22756050279014
"LS-14692_S81_E1-50",0.155029888523533,-7.01721696560308
"LS-14692_S82_E1-50",0.0522888589149737,-6.98868681188562
"LS-14692_S83_E1-50",0.0756707262769378,-8.90689151374881
"LS-14692_S84_E1-50",0.257816327098716,-7.70287415845273
"LS-14692_S85_E1-50",0.271616680734448,-11.0039972106952
"LS-14692_S86_E1-50",-0.0179686015990761,-8.89971656211153
"LS-14692_S87_E1-50",0.111393529987181,-8.75919435260989
"LS-14692_S88_E1-50",0.149801055234429,-8.46202876912394
"LS-14692_S89_E1-50",-0.0976643274996718,-7.4514385782475
"LS-14692_S90_E1-50",-0.285509808053671,-12.1933546017334
"LS-14692_S91_E1-50",0.023653768509325,-11.7470202247428
"LS-14692_S92_E1-50",-0.163142084213227,-13.5610099580237
"LS-14692_S93_E1-50",0.0458456639403249,-7.01682442855037
"LS-14692_S94_E1-50",0.0165742833700548,-7.35674589610151
"LS-14692_S95_E1-50",-0.0771435536055005,-1.06429345679136
"LS-14692_S96_E1-50",-0.166974963834567,-14.3114252258791
"LS-14696_S01_E1-50",-0.161611779067474,-14.9089560496846
"LS-14696_S02_E1-50",0.0224762641839185,-9.73200069774513
"LS-14696_S03_E1-50",-0.118481203972257,-11.338182302543
"LS-14696_S04_E1-50",-0.175636356915591,-12.2810383074784
"LS-14696_S05_E1-50",0.134311374111652,-7.59767619191043
"LS-14696_S06_E1-50",-0.384896681125788,-14.5794158736689
"LS-14696_S07_E1-50",-0.307552139966049,-13.2039978550529
"LS-14696_S08_E1-50",-0.248286190546361,-8.07643307164821
"LS-14696_S09_E1-50",-0.0294365498189464,-9.31552942711569
"LS-14696_S10_E1-50",0.0542656051126382,-9.25494552599613
"LS-14696_S11_E1-50",0.146870784754936,-7.85614765515148
"LS-14696_S12_E1-50",0.298549640634651,-7.95313697566727
"LS-14696_S13_E1-50",0.197235982753835,-7.89762504621667
"LS-14696_S14_E1-50",-0.0633257331744979,-14.188673967002
"LS-14696_S15_E1-50",-0.242612663410771,-10.6391404098807
"LS-14696_S16_E1-50",-0.310304769484089,-13.7518902248971
"LS-14696_S25_E1-50",0.277269327953697,-8.17503464594222
"LS-14696_S26_E1-50",-0.0100293577469639,-6.37531040541793
"LS-14696_S27_E1-50",0.116763172900805,-8.18756095370066
"LS-14696_S28_E1-50",0.0266772311057188,-8.87259554156183
"LS-14696_S29_E1-50",0.153186581150679,-4.56470542702708
"LS-14696_S30_E1-50",-0.0652916232835548,-12.5857263631055
"LS-14696_S31_E1-50",-0.197618112933208,-9.91653235301744
"LS-14696_S32_E1-50",0.101709378357198,-6.73120798322894
"LS-14696_S33_E1-50",0.251512585014044,-9.47472233220599
"LS-14696_S34_E1-50",0.275010926097911,-8.89899793329923
"LS-14696_S35_E1-50",0.0934023969160549,-8.84667301858836
"LS-14696_S36_E1-50",0.260672584299519,-3.72355787960541
"LS-14696_S37_E1-50",0.198874985816746,-9.09988704432915
"LS-14696_S38_E1-50",0.23257987650724,-8.42992579211335
"LS-14696_S39_E1-50",0.221627637252556,-4.30200726248119
"LS-14696_S40_E1-50",0.309900782799646,-9.09129898604837
"LS-14696_S41_E1-50",0.23010464597675,-6.65862634923281
"LS-14696_S42_E1-50",0.180441089355892,-6.16579425656576
"LS-14696_S43_E1-50",0.37672037520559,-11.0936963740918
"LS-14696_S44_E1-50",0.260101785067192,-11.3670530810887
"LS-14696_S45_E1-50",0.145944198312753,-7.60119405700301
"LS-14696_S46_E1-50",0.32866848046034,-10.4242403215715
"LS-14696_S47_E1-50",0.310038661620499,-8.27976091834484
"LS-14696_S48_E1-50",0.307969094430295,-11.5733398990011
"LS-14696_S50_E1-50",-0.0688728465222272,-6.21604879587433
"LS-14696_S51_E1-50",0.0504744591503243,-10.512816739761
"LS-14696_S52_E1-50",0.168323894421254,-14.5766636085715
"LS-14696_S53_E1-50",0.0258380157711997,-8.75890948005053
"LS-14696_S54_E1-50",-0.021607615702953,-10.1297918697139
"LS-14696_S55_E1-50",0.179082974578749,-10.6344954785073
"LS-14696_S56_E1-50",-0.201543816147009,-13.8970851908515
"LS-14696_S57_E1-50",-0.0592238717129288,-10.8307188679566
"LS-14696_S58_E1-50",0.0624730173998529,-4.06938857515951
"LS-14696_S59_E1-50",0.235341294342899,-5.2650559535154
"LS-14696_S60_E1-50",-0.00607605975405434,-7.83913339862046
"LS-14696_S61_E1-50",-0.104815019725894,-15.0847239637004
"LS-14696_S62_E1-50",0.0696571180077328,-10.9241786981053
"LS-14696_S63_E1-50",0.00077354381116379,-10.1161363613363
"LS-14696_S64_E1-50",0.00265149750509863,-15.9017661946327
"LS-14696_S65_E1-50",0.233888575419536,-6.51032612659483
"LS-14696_S66_E1-50",-0.0760620730144606,-15.1596821089034
"LS-14696_S67_E1-50",0.187662854562264,-8.84325061126985
"LS-14696_S68_E1-50",-0.0852806030438398,-14.523702932153
"LS-14696_S69_E1-50",-0.0240387345464725,-10.6645556689733
"LS-14696_S70_E1-50",0.0882665319629243,-12.2478804695501
"LS-14696_S71_E1-50",0.234469838538153,-7.73813201709622
"LS-14696_S72_E1-50",0.37974503206668,-11.1759984386447
"LS-14696_S73_E1-50",0.199321663680127,-8.61522031773627
"LS-14696_S75_E1-50",0.479595956920669,-9.02175250068396
"LS-14696_S76_E1-50",-0.0787672960851662,-12.4129082436641
"LS-14696_S77_E1-50",-0.0229963247894975,-16.2540863621552
"LS-14696_S78_E1-50",-0.0717442395156489,-8.53779599708355
"LS-14696_S79_E1-50",0.360702767908446,-6.51018653113396
"LS-14696_S80_E1-50",-0.180858263026071,-7.17028789203089
"LS-14696_S81_E1-50",0.13010048888839,-6.64492953304214
"LS-14696_S82_E1-50",0.08681876963281,-6.61175915386376
"LS-14696_S83_E1-50",0.111077045387713,-8.89175863283436
"LS-14696_S84_E1-50",0.166192882156558,-10.6031520318872
"LS-14696_S85_E1-50",0.204226014151144,-10.7659006861358
"LS-14696_S86_E1-50",0.109810412259039,-11.2583934677435
"LS-14696_S87_E1-50",0.214427005344774,-10.6093129855034
"LS-14696_S88_E1-50",0.239256344346281,-9.50624132190941
"LS-14696_S89_E1-50",0.215457870012349,-8.48779354786544
"LS-14696_S90_E1-50",0.161004423910413,-9.69264147344772
"LS-14696_S91_E1-50",0.184357365624093,-10.4769919236065
"LS-14696_S92_E1-50",0.204819349566002,-8.85441639162107
"LS-14696_S93_E1-50",0.173031392547552,-8.63404666754919
"LS-14696_S94_E1-50",0.142231889951416,-7.71821831748056
"LS-14696_S95_E1-50",0.257244396450636,-8.15122309722699
"LS-14696_S96_E1-50",-0.0983961028340978,-9.99005177120567
"LS-15000_S09_E1-50",0.22850076027416,-11.2511520912128
"LS-15000_S10_E1-50",0.247630698561764,-9.23281082860955
"LS-15000_S11_E1-50",0.162837775898177,-9.09811088995267
"LS-15000_S12_E1-50",-0.0962018894211862,-8.81066711651438
"LS-15000_S13_E1-50",0.177874687204193,-12.4578435018607
"LS-15000_S14_E1-50",0.315543037015303,-7.30780465389296
"LS-15000_S15_E1-50",0.0837576030616862,-6.23654384233636
"LS-15000_S16_E1-50",0.152725386078004,-8.76143883516366
"LS-15000_S17_E1-50",0.0130214705679634,-9.35030902173032
"LS-15000_S18_E1-50",0.265515281253556,-12.5179999194886
"LS-15000_S19_E1-50",0.218546051799919,-6.25122351359463
"LS-15000_S20_E1-50",0.0572256552489581,-14.0828536747887
"LS-15000_S21_E1-50",0.266652380852038,-5.58033342842116
"LS-15000_S22_E1-50",-0.371124891785719,-10.292397950284
"LS-15000_S23_E1-50",0.107432473627902,-5.55151877547651
"LS-15000_S24_E1-50",0.107908375014665,-5.61150683185765
"LS-15000_S25_E1-50",0.213542820409506,-11.4643011523224
"LS-15000_S26_E1-50",0.230396070084577,-6.4449156425208
"LS-15000_S27_E1-50",0.241426790130841,-8.6160177832096
"LS-15000_S28_E1-50",0.278538127113798,-6.12373060895631
"LS-15000_S29_E1-50",0.201255671242926,-8.53926647011092
"LS-15000_S30_E1-50",0.234179236252773,-6.62083612438418
"LS-15000_S31_E1-50",0.29493176923029,-6.59372556035144
"LS-15000_S32_E1-50",0.197086890102341,-7.83378724293521
"LS-15000_S33_E1-50",0.0323709856104326,-8.08432700419044
"LS-15000_S34_E1-50",0.0430280611497249,-11.8673668342482
"LS-15000_S35_E1-50",0.1728797772838,-8.96549470330513
"LS-15000_S36_E1-50",0.0776157148302286,-8.83364246678852
"LS-15000_S37_E1-50",-0.0538910845632223,-9.68882611202668
"LS-15000_S38_E1-50",0.0781015525317006,-5.07509732795006
"LS-15000_S39_E1-50",0.107273804940265,-3.8168559885356
"LS-15000_S40_E1-50",0.185860799525145,-5.40223791182991
"LS-15000_S41_E1-50",-0.00384636953652873,-7.33262918813397
"LS-15000_S42_E1-50",-0.15303392769728,-9.75755878988754
"LS-15000_S43_E1-50",-0.132652808567762,-8.8128414127488
"LS-15000_S44_E1-50",0.275858241142366,-4.31704064171443
"LS-15000_S45_E1-50",0.156717520496672,-4.3984606576673
"LS-15000_S46_E1-50",-0.0122686317362035,-9.05616029248886
"LS-15000_S47_E1-50",-0.00659109339106578,-11.0304601287734
"LS-15000_S48_E1-50",0.0810131479516034,-4.65176094183957
"LS-15000_S49_E1-50",0.269349405869004,-7.63107491796826
"LS-15000_S50_E1-50",0.186011056781011,-7.10310388108642
"LS-15000_S51_E1-50",0.210887009602644,-12.4810472628942
"LS-15000_S52_E1-50",0.268923894867278,-5.55331699961309
"LS-15000_S53_E1-50",-0.146775759967642,-9.89844081390271
"LS-15000_S54_E1-50",0.507518391909283,-5.171997692655
"LS-15000_S55_E1-50",0.0690054942202813,-10.4843427551603
"LS-15000_S57_E1-50",0.127755786534344,-3.34481452462237
"LS-15000_S58_E1-50",-0.0733619130630743,-10.2378232285322
"LS-15000_S59_E1-50",0.215752267532173,-7.76076661424816
"LS-15000_S60_E1-50",0.250650845790281,-8.32992837250397
"LS-15000_S61_E1-50",0.301603846057429,-8.80273964406483
"LS-15000_S62_E1-50",0.0950036124421203,-8.22352838158743
"LS-15000_S63_E1-50",0.0120047721179315,-9.22581591624226
"LS-15000_S64_E1-50",0.107749758661265,-9.93162584673334
"LS-15000_S65_E1-50",0.0564040281176386,-6.19952320107098
"LS-15000_S66_E1-50",0.0644358680984034,-5.23416565219544
"LS-15000_S67_E1-50",-0.828181975935149,-20.5696198291012
"LS-15000_S68_E1-50",-1.00110685759845,-21.7276240080926
"LS-15000_S69_E1-50",-0.485883814423136,-13.4423514686921
"LS-15000_S70_E1-50",0.0956436013805906,-7.40701502416717
"LS-15000_S71_E1-50",0.0673751459386427,-5.3462332441214
"LS-15000_S72_E1-50",-0.235551987018665,-9.67496486817543
"LS-15000_S73_E1-50",-0.332086547085748,-12.2415230137065
"LS-15000_S74_E1-50",0.0338744021035744,-5.71294798992617
"LS-15000_S75_E1-50",-0.718083853686167,-22.3774842756197
"LS-15000_S76_E1-50",-0.357045413982169,-8.84653587908749
"LS-15000_S77_E1-50",0.00588948903348552,-11.3628951439374
"LS-15000_S78_E1-50",0.18450777953664,-7.36616650115783
"LS-15000_S79_E1-50",-0.10960191424814,-9.64343292120951
"LS-15000_S80_E1-50",-0.144506776473646,-13.7454460398995
"LS-15000_S81_E1-50",0.0790727373821696,-7.64374537344837
"LS-15000_S82_E1-50",0.0390408774762872,-6.76362248683031
"LS-15000_S83_E1-50",-0.181245823818433,-9.7682311233834
"LS-15000_S84_E1-50",-0.577031702481332,-8.66877600424602
"LS-15000_S85_E1-50",0.178025778479494,-8.53351351879267
"LS-15000_S86_E1-50",-0.701867343338835,-19.4367875699117
"LS-15000_S87_E1-50",-0.00230475403002828,-7.39750251410245
"LS-15000_S88_E1-50",-0.141487005531472,-12.66508214477
"LS-15000_S89_E1-50",-0.144506776473646,-11.2021945302577
"LS-15000_S90_E1-50",-0.530367701074086,-7.46178874905445
"LS-15000_S91_E1-50",-0.27223783252005,-10.7472282109545
"LS-15000_S92_E1-50",0.119125794272032,-8.66183610913748
"LS-15000_S93_E1-50",0.111709945174521,-10.0628020461445
"LS-15000_S94_E1-50",0.104096761064644,-8.19756862334123
"LS-15000_S95_E1-50",-0.000422791658232669,-9.6107791406232
"LS-15000_S96_E1-50",0.335051195904517,-5.23770638603671
"LS-15001_S01_E1-50",-0.235350760288316,-10.2355361108609
"LS-15001_S02_E1-50",-0.223328232039103,-12.4351550237472
"LS-15001_S03_E1-50",-0.419226673864125,-14.7614874266278
"LS-15001_S04_E1-50",0.0829509521930962,-11.3952258481834
"LS-15001_S05_E1-50",-0.20193697462904,-14.2887391792358
"LS-15001_S06_E1-50",-0.0660071571064744,-9.97634500682151
"LS-15001_S07_E1-50",-0.127042112978293,-7.81508438841651
"LS-15001_S08_E1-50",0.0446861409103168,-12.2674518085326
"LS-15001_S09_E1-50",0.248062535444276,-5.39815048422676
"LS-15001_S10_E1-50",0.0092900681939998,-13.3530364253367
"LS-15001_S11_E1-50",-0.286760338360997,-10.5986265840561
"LS-15001_S12_E1-50",0.0433598295864854,-8.48747024940095
"LS-15001_S13_E1-50",-0.249911304816639,-13.3457200075869
"LS-15001_S14_E1-50",-0.26832110427641,-11.4273614537475
"LS-15001_S15_E1-50",0.121327422187033,-11.3441764430005
"LS-15001_S16_E1-50",0.291165121429607,-8.74432280623093
"LS-15001_S17_E1-50",-0.0831062318095022,-12.889515511653
"LS-15001_S18_E1-50",0.0380423573942856,-8.99499267721351
"LS-15001_S19_E1-50",0.0701456427736922,-5.57260066958966
"LS-15001_S20_E1-50",0.10584500093154,-10.0133946432812
"LS-15001_S21_E1-50",0.0283541986790397,-12.7133421498201
"LS-15001_S22_E1-50",0.236067105617899,-7.44584155907212
"LS-15001_S23_E1-50",0.244604215671865,-2.3751084178796
"LS-15001_S24_E1-50",-0.115145062874117,-9.52265987911946
"LS-15001_S25_E1-50",-0.0679767069562445,-6.82626670531499
"LS-15001_S26_E1-50",0.0260058978963542,-5.12000549759174
"LS-15001_S27_E1-50",0.183454552677929,-6.45748132263481
"LS-15001_S28_E1-50",-0.161229456277137,-8.74126702558812
"LS-15001_S29_E1-50",0.0900340485230178,-9.40897360742853
"LS-15001_S30_E1-50",0.0629639804949047,-9.06817617441865
"LS-15001_S31_E1-50",0.117078412723078,-8.05933590707218
"LS-15001_S32_E1-50",0.0650895586582454,-5.85306843907749
"LS-15001_S33_E1-50",0.222799845353517,-4.17827670351694
"LS-15001_S34_E1-50",0.35697073874443,-8.53143851187301
"LS-15001_S35_E1-50",0.0866578174330677,-9.27042949664053
"LS-15001_S36_E1-50",0.0772917321113979,-11.0554067964723
"LS-15001_S37_E1-50",0.0475005104636921,-10.9037912478827
"LS-15001_S38_E1-50",0.323896982944719,-5.34273087823637
"LS-15001_S39_E1-50",0.213100524649803,-8.0920069891168
"LS-15001_S40_E1-50",-0.0519406577375729,-6.89837447943905
"LS-15001_S41_E1-50",-0.166591217312584,-9.90718260020423
"LS-15001_S42_E1-50",0.101550078954299,-7.22089193843571
"LS-15001_S43_E1-50",-0.0694107975722318,-11.0884170549854
"LS-15001_S44_E1-50",0.0537716724261976,-9.05823938806339
"LS-15001_S45_E1-50",-0.0656493458345793,-14.4630397419106
"LS-15001_S46_E1-50",0.0595237249773852,-6.8949276583702
"LS-15001_S47_E1-50",-0.221334181907016,-13.6765329349934
"LS-15001_S48_E1-50",-0.400605135097063,-15.2974818200609
"LS-15001_S49_E1-50",0.153801278663554,-9.41372200415176
"LS-15001_S50_E1-50",-0.366489900289064,-11.546064845178
"LS-15001_S51_E1-50",-0.265031034342226,-13.3566220295693
"LS-15001_S52_E1-50",0.305066703657973,-8.5322676674737
"LS-15001_S53_E1-50",-0.22352778872258,-9.88870394090844
"LS-15001_S54_E1-50",0.0397061737946895,-11.1090793411895
"LS-15001_S55_E1-50",0.243160798802197,-5.39135258332076
"LS-15001_S56_E1-50",0.128068633774188,-8.04091371902746
"LS-15001_S65_E1-50",-0.0376590503306531,-11.186977847279
"LS-15001_S66_E1-50",-0.152083973728086,-15.0448772245006
"LS-15001_S67_E1-50",0.24892582162196,-8.63448030029715
"LS-15001_S68_E1-50",-0.183185191015825,-9.6319714115122
"LS-15001_S69_E1-50",-0.593701548892003,-18.1143812326972
"LS-15001_S70_E1-50",-0.119780678458392,-10.5334408686866
"LS-15001_S71_E1-50",-0.210415901072331,-5.20181558861166
"LS-15001_S72_E1-50",0.208374246742629,-5.44997139001998
"LS-15001_S73_E1-50",-0.6855561592595,-20.1272754871549
"LS-15001_S74_E1-50",-0.78955610124012,-17.2647541952249
"LS-15001_S75_E1-50",0.14517158808656,-8.63181496308294
"LS-15001_S76_E1-50",-0.206268804128868,-11.7885922932789
"LS-15001_S77_E1-50",-0.267703644373603,-11.3195713058892
"LS-15001_S78_E1-50",0.0194439754991915,-13.2383103660868
"LS-15001_S79_E1-50",-0.0184878991177513,-13.8073271948827
"LS-15001_S80_E1-50",-0.0618976756058895,-6.22494534551263
"LS-15001_S81_E1-50",0.193055553341688,-8.81497681007107
"LS-15001_S82_E1-50",0.15211022988453,-10.3843081961328
"LS-15001_S83_E1-50",-0.226924482445241,-8.05285964506158
"LS-15001_S84_E1-50",0.189612544087289,-10.9002919149116
"LS-15001_S85_E1-50",-0.171972979634539,-11.3180367854001
"LS-15001_S86_E1-50",-0.315613094852154,-11.4864995974654
"LS-15001_S87_E1-50",0.130568972425836,-6.7988147647452
"LS-15001_S88_E1-50",0.147642485784777,-8.43605552563975
"LS-15001_S89_E1-50",0.16664979270381,-12.6302972095555
