specimen_id,file_name,technique,file_type,archive,archive_uri
640002660,sub-639391267_ses-640002621_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/cc16d9d8-b7ee-4a81-8ed6-06b2a86f7835/download/
640026162,sub-639391267_ses-640026024_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/ab8f7ef4-7777-46e1-8eba-078b6f475715/download/
642753179,sub-640279015_ses-642753100_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/1e062f61-6036-4094-9e68-76a96dd2b4ca/download/
640006296,sub-639391267_ses-640006265_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/65337569-bc28-40c5-8958-28c8a1443df5/download/
642763833,sub-640279015_ses-642763783_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f59e449f-34a0-4209-b0b9-a88c56b590b2/download/
642777215,sub-640279015_ses-642776780_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/3febf9e4-ad63-4136-ba07-714ccd8f47a1/download/
642790804,sub-640279015_ses-642790779_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/1a979cbc-d9b3-460c-b223-32838070f208/download/
642993450,sub-640279155_ses-642993376_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9060d3ea-0428-4ba3-8e52-2c6bba60e2ae/download/
642998101,sub-640279155_ses-642998061_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/bea62fc4-210b-4978-823b-c08b9fecd01a/download/
642999662,sub-640279155_ses-642999646_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/99988e0e-806c-4ec8-a11a-3ef019ee5f66/download/
642999751,sub-640279155_ses-642999736_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/0b5d5011-a81c-4c86-98e3-383c01cccec4/download/
643002356,sub-640279155_ses-643002339_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/f526f4e4-d180-4048-8c5a-d0797f0bde38/download/
643501648,sub-642979382_ses-643501629_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/922f4de2-6729-488d-9ec7-ecf830fc97b1/download/
643003647,sub-640279155_ses-643003624_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/773f5b78-3832-428c-85fe-32dce5ed48cb/download/
643510812,sub-642979382_ses-643510793_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/674cbc46-ab0e-4bec-b7c5-f30476d5b591/download/
643508561,sub-642979382_ses-643508543_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/e6543fd9-18fe-43a7-b8c2-229f1907e8d5/download/
643511500,sub-642979382_ses-643511451_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/116e6a9b-f586-40fe-b1a5-68a0a100fbf9/download/
643808289,sub-642979397_ses-643808212_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/79a98c17-975c-402b-937b-49fe77095e8c/download/
643798256,sub-642979397_ses-643798206_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/a1e9f74b-60ef-4281-b746-4116ed60b174/download/
643825527,sub-642979397_ses-643825508_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/69fcfd01-a662-4537-82b4-99dcd5523b7c/download/
643506594,sub-642979415_ses-643506573_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/84d54990-35fd-4aba-91f4-de7c932a9a9e/download/
643541667,sub-642979415_ses-643541631_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9896695e-754b-430f-9803-5aa1140b04e3/download/
644482280,sub-642992286_ses-644482205_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9c6e02ce-3e79-44be-aed1-a3b7480c1457/download/
644548713,sub-642992286_ses-644548676_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/fd7ea70c-ea4b-4bf1-8892-b145e3440a63/download/
644592469,sub-642992296_ses-644592440_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/8a381d90-f05c-415a-ad67-03d090786c39/download/
644920260,sub-643830448_ses-644920243_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9bf4d466-d6a7-4a1c-ada6-7d2e7d959921/download/
644581427,sub-642992296_ses-644581347_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/4edd69cc-9fe8-41b6-8ad8-d4519c6907e6/download/
644933664,sub-643830448_ses-644933648_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/7e9830c5-8adf-44ff-b6d7-476a2aca1b86/download/
644827374,sub-643830502_ses-644827339_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/b8b57d7a-b265-46a0-94b8-050471f1fee9/download/
644818070,sub-643830502_ses-644818025_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/9e3fa082-e739-453b-ab78-d41922063947/download/
644821657,sub-643830502_ses-644821566_icephys.nwb,electrophysiology,nwb,DANDI,https://api.dandiarchive.org/api/assets/795ae872-e906-495e-aaf5-8317b460fbd9/download/
