"","v1_alm_first_cl","v1_alm_second_cl","v1_alm_third_cl","v1_first_cl","v1_second_cl","v1_third_cl","v1_alm_first_bt","v1_alm_second_bt","v1_alm_third_bt","v1_first_bt","v1_second_bt","v1_third_bt","v1_alm_first_KL","v1_alm_second_KL","v1_alm_third_KL","v1_first_KL","v1_second_KL","v1_third_KL","v1_alm_first_cor","v1_alm_second_cor","v1_alm_third_cor","v1_first_cor","v1_second_cor","v1_third_cor","v1_alm_call","v1_call"
"T31_3.82_S234_L007_1615193.0","L6 IT VISp Penk Fst","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Col27a1","L6 IT VISp Penk Fst","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Col18a1",0.43,0.39,0.18,0.47,0.42,0.1,0.200652184636118,0.180524465662705,2.02358664893134,0.499158402762963,0.0653764370056704,3.87838251797964,0.505427875397102,0.510783696531171,0.50389243924687,0.505427875397102,0.510857479523798,0.488978148250314,"I2","I2"
"T31_3.83_S235_L007_1796934.0","L4 IT VISp Rspo1","L5 IT VISp Batf3","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT VISp Batf3",0.28,0.19,0.15,0.75,0.1,0.07,3.6374602198707,10.1286788430612,11.0649276678176,0.70391568713909,1.87546828515572,11.9741275350654,0.55714226460606,0.508555194965323,0.526470396853488,0.557179196607831,0.525318174125531,0.5085690911609,"PoorQ","I1"
"T31_3.9_S161_L007_1689583.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 PT VISp Krt80",0.5,0.46,0.03,0.46,0.41,0.06,0.874869573796726,1.28533311207172,10.9781129694076,7.59653921948677,2.49984023241822,10.9600327948776,0.485478569185022,0.494044694421501,0.48859224045069,0.5060460061434,0.494129747046034,0.439827785034638,"PoorQ","PoorQ"
"T31_3.92_S244_L007_997924.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.75,0.23,0.01,1,0,0,0.273401518205563,1.9958312404585,6.89914249383494,0.281000276869107,2.98072025613249,3.67512054963015,0.536820082854342,0.514897726434135,0.528937318376377,0.537354103558481,0.515040508447972,0.514675569344426,"I1","Core"
"T31_3.93_S245_L007_1254245.0","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.39,0.28,0.26,1,0,0,2.39714308322731,2.43847411345567,3.32399738318846,0.0398947832087174,16.1179430109686,16.1179428006942,0.557356409639387,0.524704004938526,0.534991444979491,0.557415152918182,0.498195190777979,0.517852537407724,"PoorQ","Core"
"T41_T35.1_S195_L006_2035621.0","Meis2 Adamts19","CR Lhx5","L5 PT VISp C1ql2 Ptgfr","L5 PT VISp Lgr5","L5 PT VISp C1ql2 Ptgfr","Lamp5 Krt73",0.32,0.17,0.08,0.13,0.13,0.12,4.84270729643388,10.772770062124,11.6927250289932,9.67670146371819,9.53226000201069,11.4386792997177,0.21284129483508,0.222635912250818,0.219890116418419,0.217761904185563,0.219890116418419,0.208082583922247,"PoorQ","PoorQ"
"T41_T35.11_S205_L006_2666288.0","L2/3 IT ALM Sla","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.36,0.29,0.24,1,0,0,5.43121170488512,2.76628337666411,2.36607885515801,0.143856644117119,3.74711077099953,1.73085689446764,0.596335581714187,0.578468083057633,0.5869084921342,0.586881572037829,0.582884775525571,0.600726755678809,"PoorQ","Core"
"T41_T35.13_S207_L006_2148343.5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.6,0.17,0.06,0.55,0.41,0.04,2.25445387248139,6.29170516547265,5.36429974113617,6.45190450727263,1.73680438083317,8.76265116020867,0.58115012447482,0.576898963207152,0.581612084762837,0.576929127088271,0.581330034784778,0.582068750780955,"PoorQ","PoorQ"
"T41_T35.15_S209_L006_2014583.0","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Ptrf","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.47,0.28,0.14,0.98,0.02,0,1.28984840062351,2.3472629829287,7.49842429669237,0.0900799601787665,3.57567728681005,1.65201263023663,0.576299481880751,0.560728545370567,0.569712149068868,0.576358215355004,0.548672429709515,0.561933794619352,"I2","Core"
"T41_T35.16_S210_L006_1848559.5","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.45,0.25,0.2,0.5,0.48,0.02,3.48670102304701,9.57187343950732,5.90996297131277,1.39629393090944,7.62336898543583,8.83460497146712,0.62629205053684,0.643446751089377,0.623617534968515,0.634372647036505,0.626325872101955,0.620747039458138,"PoorQ","I2"
"T41_T35.18_S212_L006_2306839.0","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT ALM Gkn1 Pcdh19","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L5 IT VISp Whrn Tox2",0.14,0.12,0.11,0.49,0.41,0.1,5.25291427441359,5.44550093168019,10.0120515821571,0.534950120232301,1.47877035521047,6.4727217173657,0.519395697399127,0.542716030255677,0.501716353535834,0.519395697399127,0.542730242036026,0.502488327580448,"PoorQ","I2"
"T41_T35.19_S213_L006_1578035.0","Sst Rxfp1 Prdm8","L5 PT VISp Krt80","L5 PT ALM Hpgd","L4 IT VISp Rspo1","Serpinf1 Clrn1","Sst Rxfp1 Eya1",0.18,0.12,0.09,0.13,0.12,0.08,8.83796836871064,9.69119969945938,10.4198898612944,10.2974623703253,10.3756265070761,11.0455315402693,0.260504309612383,0.273554002793108,0.272341648130075,0.275389915086908,0.261804064306289,0.255994044616088,"PoorQ","PoorQ"
"T41_T35.2_S196_L006_2170075.0","Sncg Vip Itih5","L4 IT VISp Rspo1","Sst Calb2 Necab1","L6 IT VISp Col18a1","Sncg Vip Itih5","Sst Rxfp1 Prdm8",0.11,0.11,0.07,0.35,0.09,0.08,10.5495708548056,9.31587095162163,10.9873285538902,6.87180980239275,10.7361276403201,12.2198443021315,0.313950246105209,0.387428652835645,0.326561035136389,0.358020895439057,0.311638551830877,0.341626129625391,"PoorQ","PoorQ"
"T41_T35.20_S214_L006_2012629.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","Lamp5 Krt73","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.99,0.01,0,0.86,0.14,0,0.206283208362708,3.26610146853232,16.0619022315182,0.0790220108067024,2.77578576897015,2.68305678489485,0.603114633316551,0.581550259110546,0.452572647331376,0.603392063650153,0.571812360889161,0.581841002810128,"Core","I1"
"T41_T35.21_S215_L006_2352728.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.68,0.3,0.02,0.98,0.02,0,0.3491924022462,1.68263690202812,7.57967059671469,0.0900799601787665,3.57567728681005,1.65201263023663,0.603838268624512,0.58662488869867,0.586293981281397,0.581911545166843,0.58695561559812,0.604229310852207,"I1","Core"
"T41_T35.22_S216_L006_2202283.0","L5 IT ALM Pld5","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.41,0.37,0.09,1,0,0,3.11167416015502,1.71023179731028,3.8350855879196,0.0398947832087174,16.1179430109686,16.1179428006942,0.612550589338975,0.621060811294176,0.59452692638874,0.621068905479748,0.56363990295956,0.586728370423552,"PoorQ","Core"
"T41_T35.23_S217_L006_1837676.0","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L2/3 IT ALM Macc1 Lrg1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.42,0.28,0.26,1,0,0,1.77726638954871,7.07679921271936,2.25668950216169,0.143856644117119,3.74711077099953,1.73085689446764,0.580117581669749,0.575715745529643,0.565208392414782,0.580153847571713,0.570132708698403,0.590983550703934,"I2","Core"
"T41_T35.24_S218_L006_1736241.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.93,0.05,0.01,0.8,0.2,0,0.14865537338659,3.01703293081643,5.23182214412041,0.0705753552730038,2.46847182227657,2.6336021549957,0.580439280809727,0.561950491254085,0.563240411835068,0.581003944653517,0.563673055348058,0.562187868001949,"Core","I1"
"T41_T35.25_S219_L006_1372530.0","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou",0.22,0.15,0.14,0.47,0.43,0.05,6.97048043447245,7.12212269603038,5.54861500135786,1.64863998895894,7.43915974046292,8.40912342420429,0.421673145557072,0.43661088652596,0.446601492454064,0.446596335062879,0.449008507439948,0.421673145557072,"PoorQ","PoorQ"
"T41_T35.26_S220_L006_745664.5","L5 IT VISp Hsd11b1 Endou","L4 IT VISp Rspo1","L2/3 IT ALM Sla","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L2/3 IT VISp Agmat",0.22,0.15,0.14,0.35,0.24,0.2,5.27638952803584,6.36614298782838,11.33549988559,4.93060173248553,4.58928557618189,4.20682722445118,0.518961046479535,0.541214715193845,0.515161431119143,0.541180251896247,0.518961046479535,0.532851122764763,"PoorQ","PoorQ"
"T41_T35.27_S221_L006_1563991.5","L2/3 IT ALM Sla","L2/3 IT VISp Agmat","L2/3 IT ALM Ptrf","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.61,0.38,0.01,1,0,0,5.50950349035376,2.81985416390387,7.81924299523965,0.143856644117119,3.74711077099953,1.73085689446764,0.608453359654184,0.61119437884193,0.599608371142513,0.611153200548682,0.598768201112191,0.609399625969151,"PoorQ","Core"
"T41_T35.28_S222_L006_1420756.0","L4 IT VISp Rspo1","Lamp5 Krt73","Lamp5 Fam19a1 Tmem182","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",1,0,0,1,0,0,0.0962148727806459,16.1179014100924,16.1178999990586,0.0398947832087174,16.1179430109686,16.1179428006942,0.571322711283723,0.413940427181983,0.438872778451586,0.571357518029681,0.495522899346691,0.517429939226035,"Core","Core"
"T41_T35.29_S223_L006_1612045.5","L4 IT VISp Rspo1","L5 IT ALM Pld5","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L5 IT VISp Col6a1 Fezf2","L2/3 IT VISp Rrad",0.57,0.18,0.08,0.99,0.01,0,1.08355376961951,2.84139838396585,10.6322174504136,0.0398105138073785,15.9011343708606,16.0619436980018,0.615328431454153,0.601464364954924,0.587658567428184,0.615325322346859,0.567650392494337,0.541552210965373,"I1","Core"
"T41_T35.3_S197_L006_2411409.0","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.35,0.33,0.32,0.71,0.29,0,1.37156104306793,1.17926065454476,6.25401619893154,0.099314143809514,2.04890967407327,2.60082898198404,0.588428132155525,0.59917347870211,0.587104377501236,0.599489890762506,0.575735048639542,0.588690711578323,"I3","I1"
"T41_T35.30_S224_L006_2149544.0","L2/3 IT VISp Agmat","L2/3 IT ALM Macc1 Lrg1","L2/3 IT ALM Ptrf","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad","L4 IT VISp Rspo1",0.43,0.23,0.21,0.93,0.05,0.02,1.33198587600409,2.57701365755718,6.83772479672295,0.0417146816071862,3.51552151208575,15.5008693126483,0.585308835863839,0.566036493730353,0.574642970860028,0.585223284776216,0.562739365423469,0.559391516472453,"I3","Core"
"T41_T35.31_S225_L006_1660345.5","L6 IT VISp Penk Col27a1","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Fst","L6 IT VISp Col23a1 Adamts2","L6 IT VISp Penk Fst","L6 IT VISp Penk Col27a1",0.72,0.26,0.02,0.82,0.1,0.05,0.57238826450946,0.993136896262693,1.18487195509651,0.573730948173129,1.69174679538583,3.04244197034375,0.549025751332534,0.558187513625565,0.552852793484139,0.558181377221406,0.552852793484139,0.549050649799385,"I1","I1"
"T41_T35.33_S227_L006_3093213.0","L5 PT VISp Lgr5","L5 PT VISp C1ql2 Ptgfr","L5 PT VISp C1ql2 Cdh13","L5 PT VISp Lgr5","L5 PT VISp C1ql2 Ptgfr","L5 PT VISp C1ql2 Cdh13",0.62,0.19,0.19,0.39,0.33,0.28,0.609425117668043,1.88372502885638,3.34707915522146,1.30597796053633,1.19283662688008,1.62016641357804,0.583303238900605,0.600119224533393,0.589313072904914,0.583303238900605,0.600119224533393,0.589313072904914,"I1","I2"
"T41_T35.34_S228_L006_1432728.0","L5 PT VISp Lgr5","L5 PT ALM Hpgd","L5 IT VISp Whrn Tox2","L5 PT VISp Lgr5","L5 PT VISp Krt80","L5 PT VISp C1ql2 Cdh13",0.28,0.22,0.06,0.31,0.17,0.14,7.6265170113339,8.86609558724962,11.6312807578462,5.7412604890762,5.17181168012208,5.87142819681095,0.29499392323653,0.302021356187403,0.290994802539009,0.29499392323653,0.302977647019239,0.297732140263147,"PoorQ","PoorQ"
"T41_T35.35_S229_L006_1811519.0","L5 PT VISp C1ql2 Cdh13","L5 PT VISp Krt80","L5 PT ALM Slco2a1","L5 PT VISp Krt80","L5 PT VISp Lgr5","L5 PT VISp C1ql2 Cdh13",0.47,0.22,0.19,0.94,0.03,0.03,4.5532600160982,3.31631661590988,10.4950241910034,0.0469018380896367,6.05618575422729,2.30517041003865,0.603281574424133,0.595220095507966,0.589040398792214,0.595220095507966,0.565324187929602,0.603281574424133,"PoorQ","Core"
"T41_T35.36_S230_L006_1236152.0","L4 IT VISp Rspo1","L5 IT ALM Gkn1 Pcdh19","L6 IT VISp Col18a1","L4 IT VISp Rspo1","L5 PT VISp Krt80","L5 IT VISp Hsd11b1 Endou",0.2,0.12,0.11,0.25,0.12,0.09,7.68891692362102,8.93108842703504,11.4139667424087,7.04280185728995,9.73615543453716,7.37912787045428,0.334980896812854,0.319250334846396,0.323056714573643,0.334970151040903,0.330895119342973,0.329541789034385,"PoorQ","PoorQ"
"T41_T35.37_S231_L006_1117287.0","L5 IT VISp Batf3","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L5 IT VISp Batf3","L4 IT VISp Rspo1","L2/3 IT VISp Rrad",0.16,0.14,0.1,0.58,0.42,0,9.58367128260363,7.74318639265501,11.3433373576679,6.13561932279094,5.17025885318265,15.4376589131561,0.347577446129233,0.352032307676157,0.334678148895852,0.347570952664973,0.352010445968181,0.334664657284724,"PoorQ","PoorQ"
"T41_T35.4_S198_L006_1886285.5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat",0.46,0.41,0.07,0.45,0.41,0.08,1.5032101999903,3.29598600408382,5.3417430507296,7.03718016812224,7.35106512201197,2.95751008506267,0.58971985584249,0.586679594591776,0.576423926844624,0.586685106732387,0.600698629085415,0.589844672457419,"I2","PoorQ"
"T41_T35.5_S199_L006_2061168.5","L5 IT ALM Pld5","L5 IT ALM Npw","L2/3 IT ALM Sla","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.25,0.22,0.15,0.52,0.45,0.03,4.52575517552539,3.91106929829679,9.95372446169566,1.01123211510244,0.595999049279136,1.38180585100126,0.525075681465513,0.527037216293752,0.536739106375679,0.54025909318356,0.546945500379375,0.553257933268132,"PoorQ","I2"
"T41_T35.57_S251_L006_1300411.5","L4 IT VISp Rspo1","L6 IT VISp Penk Col27a1","L5 IT ALM Cbln4 Fezf2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Hsd11b1 Endou",0.22,0.2,0.13,0.35,0.29,0.21,6.82991685879453,10.4333371312288,7.0137219415795,5.26675847515333,4.41582037862679,4.92326378865489,0.383933783867918,0.365964273102828,0.365492995925455,0.383919817839229,0.371710344520318,0.366446564586713,"PoorQ","PoorQ"
"T41_T35.60_S254_L006_720435.5","L5 PT VISp Krt80","L5 PT VISp Lgr5","L4 IT VISp Rspo1","L5 PT VISp Krt80","L6 IT VISp Car3","L4 IT VISp Rspo1",0.25,0.14,0.09,0.43,0.32,0.12,5.50414350873855,7.50240513368834,10.4176660470487,6.79291273487228,7.48477985306775,12.4260619477789,0.388782479505304,0.385590474120198,0.395995439567151,0.388782479505304,0.380278390836088,0.39597175351579,"PoorQ","PoorQ"
"T41_T35.61_S255_L006_840322.0","L5 PT VISp C1ql2 Cdh13","L6 IT VISp Car3","L5 PT VISp Lgr5","L6 IT VISp Car3","L5 PT VISp Chrna6","L5 PT VISp Krt80",0.18,0.16,0.13,0.27,0.22,0.21,8.2536719293191,8.87303623062242,8.23201003760242,7.97865577038651,8.15036291492281,9.10362885937909,0.451710977512722,0.445196941816325,0.445410650333463,0.445091671813448,0.450830690104403,0.454989811439255,"PoorQ","PoorQ"
"T41_T35.64_S258_L006_686918.0","L5 PT VISp Lgr5","L4 IT VISp Rspo1","L5 IT ALM Tmem163 Arhgap25","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 PT VISp Lgr5",0.2,0.15,0.14,0.35,0.28,0.17,9.19582003687838,8.01233653058492,8.73230432136543,4.39752931179264,3.88227222088258,11.0879647389327,0.466891755326395,0.499669708687239,0.468141470788849,0.499653823626926,0.483418335705921,0.466891755326395,"PoorQ","PoorQ"
"T41_T35.66_S260_L006_1550846.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Hsd11b1 Endou",0.28,0.2,0.16,0.38,0.17,0.17,3.53191730798264,4.32996861899592,7.69645264486522,4.75303354800305,4.83085704905627,4.43012511508021,0.501720833202717,0.482876036960671,0.480711401126613,0.501688876605651,0.497938628656124,0.482876036960671,"PoorQ","PoorQ"
"T41_T35.67_S261_L006_1407494.5","L4 IT VISp Rspo1","L5 IT ALM Npw","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1","L2/3 IT VISp Agmat",0.32,0.24,0.07,0.45,0.41,0.14,4.69805973093125,6.8946980836019,12.0907025990049,5.97699985091191,8.52581428921243,2.42856377348793,0.39325748516702,0.389501165466386,0.388091460877151,0.389591416593473,0.393234609431325,0.387641969139997,"PoorQ","PoorQ"
"T41_T35.7_S201_L006_2088129.0","L4 IT VISp Rspo1","L5 IT VISp Hsd11b1 Endou","Lamp5 Krt73","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.95,0.05,0,1,0,0,0.0313945502328897,2.28856666465805,15.919390161416,0.0398947832087174,16.1179430109686,16.1179428006942,0.617726415383156,0.59062419027587,0.457137001526788,0.617729969122847,0.543872478593504,0.55595314140397,"Core","Core"
"T41_T35.70_S264_L006_1364710.5","L5 PT VISp Lgr5","L5 IT ALM Pld5","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 PT VISp Krt80",0.19,0.17,0.11,0.47,0.43,0.08,9.69557294778634,8.74691654691294,8.4039827769395,7.54934312778447,2.54884685564459,11.0239708663428,0.455723602885872,0.487431899366708,0.493845850288779,0.49381627182983,0.488675890966795,0.465319535769199,"PoorQ","PoorQ"
"T41_T35.72_S266_L006_977188.5","L5 PT VISp C1ql2 Ptgfr","L5 PT VISp Krt80","L5 IT ALM Lypd1 Gpr88","L4 IT VISp Rspo1","L6 IT VISp Col18a1","L2/3 IT VISp Rrad",0.2,0.11,0.09,0.28,0.15,0.14,9.68120595387944,8.78352737923226,10.4149162807934,7.2328483962912,10.4613972901785,11.0025887311051,0.443626811323551,0.444853795867965,0.451183827413654,0.462525105123646,0.439472512205166,0.446680636804926,"PoorQ","PoorQ"
"T41_T35.73_S267_L006_1707345.0","L4 IT VISp Rspo1","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Rrad","L2/3 IT VISp Adamts2",0.32,0.27,0.19,1,0,0,3.34732671676844,3.4401653125986,2.77571583273412,0.0398947832087174,16.1179430109686,16.1179428006942,0.626940904609424,0.610723034777945,0.607717966929114,0.626882452223629,0.587679086281861,0.598324880025111,"PoorQ","Core"
"T41_T35.74_S268_L006_3419291.5","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.41,0.39,0.2,0.48,0.4,0.07,1.96525460063298,2.80109556746665,4.17692510445915,7.34573526008878,1.40587423192431,8.33515974860968,0.633262310429014,0.636469257009,0.625643490308609,0.63646870322283,0.633372106576561,0.603169189405417,"I2","PoorQ"
"T41_T35.75_S269_L006_2108934.0","L5 IT ALM Npw","L5 IT ALM Pld5","L2/3 IT VISp Agmat","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2","L4 IT VISp Rspo1",0.23,0.18,0.15,0.62,0.36,0.02,5.04562945430658,5.46344805576886,3.2973305412809,0.755424543699171,0.754241865745405,15.0539740470236,0.561826371089379,0.568848547990131,0.577610626723138,0.577670807878072,0.569458677418257,0.574988320199895,"PoorQ","I2"
"T41_T35.76_S270_L006_1116378.5","L5 PT VISp Lgr5","L4 IT VISp Rspo1","L5 PT VISp C1ql2 Ptgfr","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L5 IT VISp Hsd11b1 Endou",0.16,0.11,0.07,0.39,0.25,0.22,9.17746743862305,9.44550327167524,9.8700091656162,5.03050617215992,4.46753646389467,5.14744944015131,0.442064999880346,0.466640837221176,0.439120837613392,0.466612085417499,0.467684475155377,0.455451005449243,"PoorQ","PoorQ"
"T41_T35.77_S271_L006_1099427.0","L5 PT VISp Lgr5","L5 IT ALM Pld5","L4 IT VISp Rspo1","L4 IT VISp Rspo1","L5 PT VISp Krt80","L5 PT VISp Lgr5",0.29,0.18,0.12,0.41,0.4,0.14,8.53690828902861,7.71253480551271,7.05450930283056,8.36884219571616,6.76072586569137,8.90221450284698,0.492452715486952,0.522886466842159,0.542551025123081,0.542532248650586,0.495505480113103,0.492452715486952,"PoorQ","PoorQ"
"T41_T35.79_S273_L006_1908112.0","L2/3 IT VISp Adamts2","L2/3 IT VISp Agmat","L5 IT ALM Pld5","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Adamts2",0.28,0.25,0.17,0.52,0.35,0.13,6.13944945181101,3.89679660164062,6.27719873082683,6.78465976622346,1.7809515527191,8.05096506306762,0.516728044819795,0.51843659074101,0.50245402919754,0.508860965895793,0.51841418053492,0.516838176029162,"PoorQ","PoorQ"
"T41_T35.8_S202_L006_1967336.0","L5 PT VISp C1ql2 Ptgfr","L5 PT VISp Lgr5","L2/3 IT ALM Sla","L4 IT VISp Rspo1","L2/3 IT VISp Agmat","L2/3 IT VISp Rrad",0.25,0.11,0.09,0.49,0.2,0.15,8.14585054564942,8.72440757940532,9.68224527528345,6.23221233005924,3.32120098247272,9.69920160497796,0.436237828845588,0.436690906381081,0.437431764703705,0.458032743631999,0.443672197507252,0.429298734741373,"PoorQ","PoorQ"
"T41_T35.80_S274_L006_1990109.0","L6 IT VISp Penk Col27a1","L5 IT ALM Pld5","L4 IT VISp Rspo1","L4 IT VISp Rspo1","Lamp5 Ntn1 Npy2r","L5 IT VISp Hsd11b1 Endou",0.1,0.07,0.06,0.24,0.12,0.08,10.4465183326027,10.4107044708051,9.70264499537065,7.98710559808983,9.81858469342832,7.78548405937379,0.40378367457773,0.429426075084775,0.43535288239749,0.435345172789144,0.417384481950666,0.4305717059205,"PoorQ","PoorQ"
"T41_T35.82_S276_L006_960498.0","L5 PT VISp Lgr5","L5 PT ALM Hpgd","L5 PT ALM Npsr1","L5 PT VISp Lgr5","L6 IT VISp Car3","L5 PT VISp Krt80",0.47,0.2,0.19,0.34,0.19,0.1,7.03101721500365,8.94859804045067,4.55531757224973,6.79185932003583,9.96242530955211,6.73505623452723,0.3921658966562,0.398402705950037,0.396604870283326,0.3921658966562,0.400672998169072,0.395216061235918,"PoorQ","PoorQ"
"T41_T35.83_S277_L006_1361637.0","Lamp5 Plch2 Dock5","L2/3 IT ALM Sla","L5 IT ALM Tmem163 Arhgap25","L5 PT VISp Lgr5","Lamp5 Lhx6","L5 IT VISp Hsd11b1 Endou",0.13,0.1,0.08,0.15,0.08,0.07,10.3842341797663,11.5151568632744,10.7331767768525,10.4983826526599,11.9057793458721,11.0230898323469,0.391662793654682,0.433886014600087,0.415303219265005,0.41783081470865,0.399112799597761,0.432904703038162,"PoorQ","PoorQ"
"T41_T35.9_S203_L006_1781996.5","Meis2 Adamts19","L5 NP ALM Trhr Nefl","L6 NP ALM Trh","L5 NP VISp Trhr Met","L5 PT VISp Lgr5","Meis2 Adamts19",0.15,0.13,0.13,0.56,0.15,0.11,10.7427602748843,8.08221338754466,9.43052574147643,4.687462359641,10.9775489708413,12.4103042539283,0.135750678504213,0.133231285752314,0.135666130844249,0.13957413749235,0.147171848685764,0.132219397265012,"PoorQ","PoorQ"
"T44_1.1_S249_L008_603260.5","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT ALM Sla","L2/3 IT VISp Adamts2","L2/3 IT VISp Rrad","L2/3 IT VISp Agmat",0.42,0.23,0.15,0.68,0.2,0.12,1.10107931780691,2.01637226488109,5.73034033650612,0.0983188545138952,1.65343329328838,2.14915803394031,0.570340151944483,0.553444205566625,0.550968411335404,0.570505114810927,0.553495101164933,0.559677872634929,"I3","I1"
"T44_1.10_S258_L008_973628.0","L2/3 IT VISp Agmat","L2/3 IT ALM Sla","L2/3 IT ALM Ptrf","L2/3 IT VISp Agmat","L4 IT VISp Rspo1","L2/3 IT VISp Adamts2",0.7,0.19,0.1,0.97,0.02,0.01,0.922319592230297,10.8713908369874,11.3643615290229,0.108056021397275,15.6425482624318,1.85026604954712,0.585999523218042,0.567925910086934,0.56382096421795,0.586059864668005,0.567352124657921,0.580801585632597,"I1","Core"
