specimen_id,apical_dendrite_bias_x,apical_dendrite_bias_y,apical_dendrite_depth_pc_0,apical_dendrite_depth_pc_1,apical_dendrite_depth_pc_2,apical_dendrite_depth_pc_3,apical_dendrite_depth_pc_4,apical_dendrite_early_branch_path,apical_dendrite_extent_x,apical_dendrite_extent_y,apical_dendrite_frac_above_axon,apical_dendrite_frac_below_axon,apical_dendrite_frac_intersect_axon,apical_dendrite_max_branch_order,apical_dendrite_max_euclidean_distance,apical_dendrite_max_path_distance,apical_dendrite_mean_contraction,apical_dendrite_mean_diameter,apical_dendrite_mean_moments_along_max_distance_projection,apical_dendrite_num_branches,apical_dendrite_num_outer_bifurcations,apical_dendrite_soma_percentile_x,apical_dendrite_soma_percentile_y,apical_dendrite_std_moments_along_max_distance_projection,apical_dendrite_total_length,apical_dendrite_total_surface_area,axon_bias_x,axon_bias_y,axon_depth_pc_0,axon_depth_pc_1,axon_depth_pc_2,axon_depth_pc_3,axon_depth_pc_4,axon_emd_with_apical_dendrite,axon_exit_distance,axon_exit_theta,axon_extent_x,axon_extent_y,axon_frac_above_apical_dendrite,axon_frac_below_apical_dendrite,axon_frac_intersect_apical_dendrite,axon_max_branch_order,axon_max_euclidean_distance,axon_max_path_distance,axon_mean_contraction,axon_num_branches,axon_soma_percentile_x,axon_soma_percentile_y,axon_total_length,soma_aligned_dist_from_pia,soma_surface_area
17781_6262-X6896-Y13574_reg,6.629378106900617,-17.204173781667123,-387.4260287750726,-186.03096016804136,-127.34417487258526,-155.76591988400355,44.75753081801612,0.6772957746027247,287.8768747839844,183.82580628488176,0.0,0.0,1.0,6.0,232.2736560309856,283.93888461909006,0.8212772193521414,1.9394639556377085,0.0828939165626556,57.0,0.6020599913279624,0.4237523105360443,0.4621072088724584,0.2905919191338071,2869.463113735956,17480.126756084657,32.717292779967465,341.44702267726825,-270.9079426218343,-108.8472037634378,465.0119891305131,489.045008424268,408.4204040898765,29.90564298420944,0.0,0.3615456909808868,1028.9951813333582,945.1114382635642,0.4575541703769664,0.0674285148906698,0.4750173147323637,14.0,728.7053309767956,2173.48344196957,0.7723238697603878,127.0,0.4489957455229049,0.3185416048283368,26826.247205529853,668.5054085568897,0.0
17781_6866-X8954-Y41812_reg,21.696691964230013,-13.307151096962116,-453.2389720784102,-50.7315250576882,-116.57645662918743,-72.80401690773158,-146.14029995726258,0.7270815119148016,248.4321007183796,123.89531433878255,0.0,0.0,1.0,6.0,173.53780796702438,203.0319274536629,0.8366774854061686,2.0000000000000004,-0.0197474268205662,32.0,0.0,0.443700547778454,0.8411442483262325,0.1330459281605823,2191.670702191637,13770.673154186465,187.8014710760212,153.53772718040727,-683.6466046033411,244.9605591543511,563.36083943191,-484.4311834575381,476.7420911764013,21.7069756166164,0.0,0.3926256823324905,747.1501706591267,512.0169533937487,0.5918236575676022,0.0510060233243624,0.3571703191080354,10.0,549.8210427946796,1430.3575351875604,0.7574796086321172,67.0,0.4056132256824298,0.1644239395104447,10398.29725839456,867.1904235688972,0.0
17787_7070-X12739-Y1410_reg,83.4796886546887,14.897092188100942,-370.11275897414015,-169.69953219813493,458.2176827904744,129.180296505828,-65.09535071425242,0.5590837091739537,285.37507734684806,184.69826308480333,0.0,0.0,1.0,12.0,262.3052328986215,325.8746523420578,0.8094773550017613,2.0,0.1501862533266096,90.0,0.6020599913279624,0.4474279253815715,0.4525155455059355,0.1968946799540102,4755.22247948004,29877.94401543904,272.17855937415544,-648.1463305241587,526.181489559429,-319.7348174262441,-53.94135400003447,-118.3763695356573,-78.23930347165893,43.49786107258452,0.0,0.5963166777694966,757.1594244158239,857.9763496223122,0.0006718924972004,0.5375139977603584,0.4618141097424412,16.0,981.165426378447,3588.7841679006247,0.7840893254088608,89.0,0.3819335572974991,0.8659947741694662,18509.72599738713,116.89104895421434,0.0
182709_6172-X3564-Y6968_reg,171.39158193804724,44.31151690052661,-380.8327750766964,-182.883171140588,487.8817906996893,315.40789305376745,-97.72992272167728,0.6746497381365179,391.1525830204373,228.5268529912944,0.0,0.0,1.0,11.0,300.3632602533141,362.116344307745,0.8827434782356525,1.91452677916361,0.0831096945182521,146.0,0.6989700043360189,0.4523110785033015,0.3644534115920763,0.16902748050347,7372.345184406598,44400.44219636732,117.12750376727035,-638.5347185563276,923.0684725324692,-291.96450190550405,374.007337361717,-339.3491900922029,-40.86673748812954,32.23154376891812,0.0,0.7318677761372134,878.1774164682965,973.3378778046542,0.0127805295664404,0.3983978474897572,0.5888216229438024,22.0,932.917692236186,2252.3934967793152,0.7130035407089449,147.0,0.4437717849935791,0.6287531339815324,22399.306962864728,187.05135567324567,0.0
182709_6204-X2976-Y9977_reg,10.315792836415312,405.0680435379354,-178.84420145926114,36.46704852331042,-66.65136680887619,25.326973238480072,-1.4880065694080375,0.3372006552065444,181.4131247251344,603.4702823053785,0.0,0.0,1.0,17.0,511.63097767140687,650.538613850298,0.864457925877819,1.5297967619703754,0.2336601403505737,67.0,0.7781512503836436,0.4584912159834654,0.2941784361005856,0.2997412231838073,3948.7187620486447,19008.01840994688,1.4674388194803214,77.43823196573703,47.30031922722475,1206.3340202101574,-124.4195932307359,-463.1254276268848,-828.4694982672248,37.0484480241814,0.0,0.6647256879520912,743.3571640638561,968.5184184708588,0.1257971827037634,0.1172471791996636,0.756955638096573,28.0,662.494335340642,3474.498109702733,0.766813642526742,193.0,0.412267189469262,0.2649488867105447,19449.29771468802,501.5225101137803,0.0
182709_6592-X3030-Y10077_reg,41.30198871479479,524.1607018172672,-106.83158614051835,-221.9048372847432,-119.43180846703572,-120.24861802072051,-20.075427375965564,0.2829985871818443,224.2284908501933,699.054823558532,0.0220934444042013,0.0,0.9779065555957986,9.0,616.8359955863465,671.3280333383001,0.8747388981068015,1.4157913799348063,0.089867537201595,60.0,0.3010299956639812,0.4592538935168417,0.3277797899311843,0.2016165703727574,3750.240003954144,16627.706824926674,9.351816108624917,244.36252371044705,2509.3758555982527,-390.2279614976508,1234.288616475155,1101.155010197524,-269.29377529643386,49.50041058799973,0.0,0.7264398056854889,993.8388311603304,902.8003033383676,0.0,0.0808976312508657,0.9191023687491342,17.0,732.7628429805744,2095.711304669245,0.748418093731716,251.0,0.4447707438703421,0.1753151406011913,49551.85462103931,579.1276526361862,0.0
182709_6812-X3137-Y8659_reg,19.960566910485795,264.7959780856081,-356.84091743785604,155.23599363550267,-136.5415028017259,93.08070477324874,241.236139352006,0.3667844235600686,295.4271750060125,587.7743085857064,0.0,0.0,1.0,7.0,430.27165597356185,520.5100739780703,0.8644854119889456,2.0000000000000004,0.1593573776742758,53.0,0.6989700043360189,0.4758957654723127,0.6087947882736157,0.3304659357302552,4165.620496290061,26173.36549757589,14.257571808242574,-87.4937472236511,1761.2114284354325,405.9893381318534,-585.4308372936224,-216.6803690204884,442.18400786463,22.474936996838995,0.0,0.5808658206686346,1006.5028887801636,941.42127570814,0.0,0.1085858585858585,0.8914141414141414,15.0,723.3274028680393,1711.1645263345258,0.7459436190763079,223.0,0.3660152247108769,0.509698433611477,37182.47273420937,389.4608559405086,0.0
182709_6886-X3406-Y21258_reg,5.051724920968809,177.5482118334985,-424.1661602393541,-71.82110140704522,13.008852535322369,353.13503435330045,-189.06864384397244,0.5586849847913649,222.14901855048532,374.0522148412747,0.0134583032924777,0.0,0.9865416967075222,11.0,298.5127303499808,407.6368545870773,0.841758832184742,1.477957221821678,0.0971211932108264,102.0,0.6020599913279624,0.4849795722182167,0.2809420812304734,0.2049186513558732,5623.737945491276,26206.95377004976,17.838347345706097,-475.0837093047976,1641.95400631032,-624.6866833857257,793.7584192628143,383.172497054578,-93.63493106278727,25.02517135918296,0.0,0.7773608704951531,799.5322601076359,994.2469862661892,0.0,0.305426930913132,0.6945730690868679,24.0,877.6979505049837,3008.0434684744737,0.743794766458809,281.0,0.490053713650676,0.4655676977218003,36967.66436189809,261.0297058579771,0.0
182709_6984-X2452-Y12423_reg,201.1643581194121,320.9806047421948,242.16099968945147,365.2023705383876,436.6440861306231,-112.32152366149488,-204.72468105051823,0.6186515548657339,500.5920800624981,541.5223550605428,0.0,0.0,1.0,26.0,551.0043485781202,776.0141993478505,0.8831144476599395,1.8722460658082976,0.1980176806201682,141.0,1.230448921378274,0.1736766809728183,0.2552217453505007,0.247597510510053,9555.242638767102,56215.14542883946,57.59679799024161,-267.1790226999288,21.69969340637452,-548.5279499494807,-1128.069845142445,195.64902768966144,409.2499450508776,30.42367439400482,0.0,0.570271289147256,975.4626148467324,1189.9251973041032,0.0124624820566357,0.1150332767845491,0.8725042411588151,12.0,865.6926096760533,1076.6290483712637,0.8015528283713063,137.0,0.4094349471486363,0.5722301970507634,20940.56706947032,490.94001419904873,0.0
182709_7010-X2644-Y10852_reg,15.82982328149501,233.72608767551696,-386.006360367024,133.0288742530574,-114.18380405019322,93.87275521515384,234.1465050493997,0.5069943802805318,263.72636317646266,526.222740451615,0.0011022320198401,0.0,0.9988977679801598,7.0,380.3147278364581,440.96749377899744,0.856635352772501,1.6110983742077707,0.1280879051237882,76.0,0.7781512503836436,0.4083769633507853,0.5555249379994489,0.3266076636490862,4915.415109387992,24903.114778893618,81.10829802310582,-219.8337324360012,1500.957121405613,-21.14270321517748,284.2497653483059,-340.809781854173,-142.98144762152273,20.829557647098056,0.0,0.7775608274504847,605.9116543614382,1038.403831320086,0.0,0.0717406394185619,0.928259360581438,28.0,696.6671356114053,4036.008327242145,0.767935078290211,223.0,0.4870360540606753,0.3969621493609897,33463.418806337315,378.7527180151564,0.0
182709_7120-X2261-Y10934_reg,88.66343067114212,90.57494697609172,-372.6920858417865,-154.94184800324945,340.13947292899167,245.0338561839036,-84.37732324134909,0.6454783216974288,302.46090012763125,200.59257478883185,0.0019272464466393,0.0,0.9980727535533608,10.0,260.1294442407479,370.5760824963922,0.8486527843842844,1.6343348546721117,0.025518271455721,97.0,0.6989700043360189,0.4636079750180158,0.2603891424453519,0.1546688363428985,5633.582038715968,28916.654689015257,158.21906408890663,-677.4513064756954,1636.6432496981572,137.1599073249385,-302.9569676273784,37.616682799020936,-23.273991088760788,28.87407648685476,0.0,0.5380736456313835,966.577636561492,980.9581773314816,0.0,0.4443634492517473,0.5556365507482527,19.0,1012.4578845617724,2155.3279911876352,0.787391232048138,235.0,0.3347197804553835,0.5934994211225934,31829.871203668343,175.91495664763752,0.0
182709_7126-X2913-Y10535_reg,49.57100807577172,428.41792600647454,325.7070029447179,344.88536408813786,35.798474394715505,-4.215974330504348,-98.5413225984188,0.2785548401295366,402.1958614217447,644.2481146086755,0.0,0.0,1.0,23.0,581.2354175177219,775.4127244913757,0.851153171493892,1.4935907837092326,0.299694499681725,142.0,1.3424226808222062,0.4231705338309265,0.175239331494402,0.3594211910193151,8341.171464889689,39081.86265258357,7.318077252549301,23.32663668419741,-493.66799545754986,-178.8698377683229,-270.3356371451779,31.38051357263837,-170.5566071226154,36.17526124164982,0.0,0.732200407814175,763.4178111198044,1069.4894462132654,0.000230627306273,0.1635147601476014,0.8362546125461254,8.0,684.6301830965765,1750.98969112073,0.7042305021584383,71.0,0.4063653136531365,0.6177352398523985,11909.370938572993,534.6704467063541,0.0
182709_7144-X3121-Y9346_reg,32.727742945855425,345.6657585756425,92.7196079863728,599.2780147893594,-290.81521666915427,297.2583631219664,430.00062511616136,0.4154398174954371,395.9003202510048,607.0495535820487,0.154495990836197,0.0,0.845504009163803,19.0,526.1234808958828,759.294955434972,0.8636725637750817,1.8029782359679267,0.2903704622495278,142.0,1.3617278360175928,0.4299828178694158,0.3692726231386025,0.3482290986463099,9478.715140851917,53697.66051829108,127.40933271963512,-74.28767483709225,-322.72546498062286,-185.7192098547827,-557.7333067034332,-74.14883421512296,16.06922676209994,44.90613367336635,0.0,0.8018696128211916,816.9498543805385,1014.2233676925848,0.0,0.3211009174311927,0.6788990825688074,10.0,716.3053619600174,1068.4633178011525,0.8264489276239733,109.0,0.4704826485839649,0.8577981651376146,13712.110281219366,438.240598104317,0.0
182709_7463-X3586-Y20695_reg,27.119410356108347,377.9584915821574,80.96443153171651,516.1846146947123,315.4314992319404,42.58280106953295,394.11553412856586,0.3701571339591667,427.73751720190194,566.0307376666883,0.0116692756510601,0.0,0.9883307243489398,23.0,636.7430737433284,880.8868724608017,0.8728017772232926,1.7178027607798496,0.1532133208869019,154.0,1.2787536009528289,0.3848014800056923,0.2417816991603814,0.2154163413320671,9525.195161097634,51412.76512069989,140.27833850035313,-234.80081341867708,125.40759640309784,-337.9655861870296,-929.1159941515024,-405.0733141867433,518.4600616493675,29.21168354161286,0.0,0.8002729780379474,726.6361630145839,1127.0039565275506,0.0,0.0865843621399177,0.9134156378600824,15.0,784.2037221726653,1838.4580292790176,0.8094405537826248,131.0,0.2859259259259259,0.5981069958847737,16548.434524612425,464.0407807682366,0.0
182709_7486-X4577-Y22503_reg,58.40354014746754,359.814938711098,-262.7525243547401,150.1532553206383,-18.6113058938236,51.8966577356758,107.76647668220303,0.630004215422581,267.23657864873985,582.6484460024994,0.0,0.0,1.0,14.0,499.7764809462313,658.4589276365151,0.8622645449806792,1.6936968838526916,0.1815690504538936,68.0,0.6989700043360189,0.3824362606232294,0.2053824362606232,0.2858579838215239,3838.563228707857,20433.460500372712,102.01269618753396,-39.63006350964315,366.3829370902371,1036.8648198449227,-519.7377580204923,-213.2735062850483,-435.7871717772272,21.32006477566204,0.0,0.5567724266947298,603.3788710119807,1008.136350073646,0.0188350425631744,0.1777599034787854,0.8034050539580401,22.0,706.1564808066128,1941.8281727206447,0.7742554597097789,255.0,0.2951940478584355,0.4190629398753268,20257.44873038216,452.7635770544942,0.0
182709_7886-X5075-Y22541_2_reg,9.255966970519694,292.85132120894104,10.272493776439328,518.7612675681794,-112.91805053442135,59.9523299021244,150.80122160716536,0.3378524873833654,243.25232636283812,533.6944732467373,0.0,0.0,1.0,23.0,445.3385775530788,653.1408738709805,0.8739054156684256,2.0000000000000004,0.1940252478003256,130.0,1.0791812460476249,0.4364468864468864,0.3346153846153846,0.2835874087332069,7373.908901504131,46331.63606641159,197.0697977952359,-184.21925186201,-224.20522369169737,-126.76349987919096,-500.3695266162793,-108.42421205917032,11.438319655401976,24.51916709771025,0.0,0.8193344382828719,866.001475248645,1043.151231849271,0.0069701402633164,0.1746837621547199,0.8183460975819636,20.0,798.5815065098345,1454.116566584949,0.8088557342697136,137.0,0.4904053007486447,0.6718010498235952,15767.52166097474,464.1245298643479,0.0
182709_7918-X5201-Y22656_reg,16.71860293444297,321.5135294609827,-99.3318503922518,299.8424499274491,-112.36436508892784,46.691379147332015,18.453915242781765,0.3148958158157938,267.641835619821,507.3265844069265,0.1511571841851494,0.0,0.8488428158148505,21.0,432.9555929945284,613.5820410036607,0.8472863673744173,1.7198948891031829,0.2238696179226834,86.0,0.9030899869919436,0.3927193828351012,0.3100289296046287,0.2991993116512319,5607.748592357171,30303.69460195984,112.47704219097976,-268.5161182336924,-507.7131820168541,-177.83761246715835,-314.89653927730336,-4.528813221504843,43.75662277511199,46.58313911295541,0.0,0.8823792457926984,683.3184088939724,1020.4308098552648,0.0,0.463603225450127,0.536396774549873,13.0,824.8662102114325,1592.713902259161,0.7631571994327524,109.0,0.4306810667842186,0.8867092792594226,12298.769336252402,468.5261258845816,0.0
182724_5937-X3804-Y11955_reg,243.8337077219312,451.78973095325,62.98439315307822,-337.5000579271628,292.6572057579286,-236.34887544530864,204.9885711663692,0.5295877569847164,527.0549288142847,728.4066134824943,0.0,0.0,1.0,30.0,661.966343489607,859.04227881024,0.8698683080839621,2.0000000000000004,0.3808280688895827,189.0,1.568201724066995,0.2755303118117538,0.2751825663614234,0.3577456716869602,11652.534267536485,73215.0321011919,5.622991870880469,226.0641298106784,-611.8444901524606,328.6438865027449,394.76183115666754,401.5216404504888,325.5972900582082,38.295947466293214,0.0,0.5921706157100358,1013.0152220243464,1070.0886481919897,0.0107642626480086,0.1776776103336921,0.8115581270182992,12.0,718.2478546818904,1836.8693150623924,0.8433735106443895,157.0,0.4658234660925726,0.6432992465016146,20201.901312843784,607.8696564453651,0.0
182724_6175-X3782-Y10859_reg,292.24012372500533,371.9355379071185,762.7762392172289,29.300496440518685,390.6898575075707,48.101030898224096,-62.18380662913459,0.5803695503912856,594.0898989667019,638.7827846409727,0.0173053152039555,0.0,0.9826946847960444,24.0,648.9886170819951,874.5378120295588,0.8673288902238404,2.0000000000000004,0.2032079670088974,182.0,1.3617278360175928,0.2894361509936293,0.2873442997052391,0.2673495810624151,14244.593881498891,89501.42298297511,143.00170381544444,7.740454165589654,-701.5948883124237,247.2179108504592,-45.0735041266752,1034.2822260368291,-67.11911305004588,51.28541422065999,0.0,0.5721348621720871,899.5212706015188,965.652399416881,0.0,0.2813490145534611,0.7186509854465388,14.0,712.1408593256408,1778.5324713915704,0.8492768372977846,245.0,0.4547016808979109,0.8035551259330863,25274.483652393035,524.9858731588978,0.0
182724_6305-X3647-Y18869_reg,57.947819932023776,298.38363561530696,573.8176993779987,-437.438618732574,33.3057316884517,-58.70567150602027,-7.83581563592047,0.4500883120148351,423.4894324375673,632.5831168698214,0.0,0.0,1.0,16.0,565.5502600954221,718.6674592635321,0.8710177528852772,2.0,0.2443132576675941,109.0,1.1760912590556811,0.435931839527707,0.4545820474976519,0.3250439014583367,10127.003031273778,63629.83665186261,33.78041067365211,-94.66319781043876,-437.2396084555186,-93.27724667865502,-382.6119827566553,387.0591541248026,-379.91973969769913,22.62447273128568,0.0,0.7550254096966553,983.9221756675424,1039.6655138961314,0.0040898016011138,0.0988513748694744,0.8970588235294118,11.0,725.7997399736403,1780.2965021735454,0.8577452841301484,97.0,0.4398712147580925,0.5840584754611904,15703.702424388324,551.649196184499,0.0
